LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
450000,1,1,1,28,2,0,0,0,0,0,19462.816,14274.298,11967.017,34039.54,51064.613,17351.152,3000.0,2100.0,1800.0,5702.6445,776.7516,1415.768,1
50000,2,3,1,45,2,2,2,2,0,0,166455.62,240679.97,202368.45,186006.47,172481.77,103924.7,24823.365,1291.7161,0.0,9186.99,2000.0,67868.3,1
60000,2,2,1,37,1,0,0,0,0,0,30532.6,63905.184,53438.113,59319.0,53229.887,60929.7,1876.2595,2700.231,3125.2017,2099.994,4191.8394,4509.028,0
20000,1,2,2,21,0,0,0,0,-1,-1,20174.291,15447.848,2942.4695,999.81915,0.0,776.44714,2000.0,1206.9003,1700.0,0.0,2634.278,500.0,0
570000,2,2,2,26,0,0,-2,-2,-2,-2,16746.01,5658.1597,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0
20000,2,1,2,28,0,0,0,0,0,0,14727.594,13954.775,14368.784,36087.426,23957.512,28206.209,4043.191,1000.0,2000.0,1700.0,1200.0,4678.737,0
50000,2,2,2,24,0,0,0,0,0,0,41655.902,30536.96,48297.406,21161.129,25674.3,24139.74,2000.0,2603.0747,1443.7493,1056.8588,1500.7732,1655.5024,1
420000,1,2,1,40,0,0,0,0,0,0,36818.223,61520.477,58300.715,49881.9,51989.758,28752.96,2000.0,2999.3364,2000.0,2230.0256,1500.0,780.0,1
200000,2,3,1,44,0,0,0,0,-1,-1,22356.494,26358.203,17683.768,3556.0493,3919.1633,2493.4104,2366.0454,4314.6934,1500.0,2419.276,3000.0,0.0,0
150000,2,2,1,35,-2,-2,-2,-2,-2,-2,717.0771,2469.386,3615.556,8351.011,0.0,0.0,1500.0,2160.258,3199.417,0.0,0.0,0.0,0
20000,1,2,1,26,0,0,0,-1,-1,-1,13049.297,12329.321,4732.301,2985.588,325.325,1472.2794,4718.539,2394.867,2885.6514,0.0,4000.0938,144.85503,0
60000,2,2,1,25,-1,0,0,0,0,0,46813.01,84374.44,84099.234,87426.61,60210.51,53994.55,5462.7534,4742.5537,5000.0,3499.6235,4663.893,7496.4263,0
260000,2,2,2,27,-2,-2,-2,-2,-2,-2,467.1351,9660.138,47633.367,36415.477,30040.338,3234.7036,5014.709,101762.3,49784.785,101853.49,3000.0,0.0,0
360000,2,1,2,23,0,0,0,-2,-2,-2,7522.6616,5622.3853,3374.3845,0.0,-4.5547357,0.0,1255.8582,0.0,0.0,0.0,0.0,0.0,0
390000,2,3,2,31,1,-2,-2,2,2,2,0.0,0.0,0.0,11375.478,50967.07,22579.22,0.0,0.0,3795.294,9995.318,350.6922,300.0,0
20000,2,2,1,26,0,0,0,0,0,0,26282.258,20298.266,16772.973,10764.92,17468.094,16596.646,2430.6685,1579.5232,1000.0,528.0385,1000.0,0.0,0
390000,2,3,1,51,0,-2,-2,-2,-2,-2,19418.285,15290.391,0.0,305.04614,0.0,0.0,7241.079,0.0,0.0,0.0,0.0,0.0,0
50000,2,1,2,23,0,0,0,0,0,0,28176.94,22794.22,34516.785,8368.8545,8517.581,3223.054,2305.7974,2246.9626,0.0,0.0,101.805305,0.0,0
50000,1,2,1,28,0,0,0,0,0,0,87952.15,88086.84,59883.43,46413.043,64404.305,73787.336,4000.0,2682.8342,2201.6,4000.0,3491.0898,1698.2603,0
50000,1,1,2,23,0,0,0,0,0,0,24360.176,16005.5,18267.95,12502.818,17411.875,4879.627,1941.0651,2036.9584,1196.0054,1500.0,471.28055,0.0,0
50000,1,2,1,28,0,0,0,0,0,0,89638.25,113394.71,80432.766,42536.906,68614.016,73106.91,5000.0,3028.8699,1747.4163,3673.8787,3300.0364,1500.0,0
240000,1,1,2,37,0,0,0,0,0,0,291946.88,360411.3,347931.3,287808.78,231336.45,204298.33,30688.896,27234.873,32273.361,38476.41,16863.246,38018.277,0
240000,1,1,1,37,-2,-2,-2,-2,-2,-2,1488.8715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
330000,1,3,1,59,-2,-2,-2,-2,-2,-2,6857.8765,5323.982,844.2839,0.0,0.0,0.0,1200.0,1000.0,0.0,0.0,0.0,0.0,0
700000,2,2,2,25,0,0,0,0,0,0,13471.39,25782.791,29247.895,40249.61,28237.918,27357.166,1635.1575,1690.4904,1500.0,1093.1836,1500.0,1498.8988,0
60000,1,2,2,34,-1,-1,0,0,0,0,6127.642,5238.808,7341.4316,39033.61,31812.201,23079.295,4695.455,2505.5288,4467.3096,9600.464,2502.756,20025.674,0
520000,2,1,2,38,-2,-2,-2,-2,-2,-2,2500.0,597.1758,0.0,471.57205,1113.9222,889.6309,2091.1016,399.2641,1200.0,2000.0,799.218,1000.0,0
30000,2,2,1,58,-1,-1,0,0,0,0,6337.299,18893.662,22393.826,20009.377,14280.136,15917.395,2047.1554,1301.2561,1714.0637,0.0,1700.0,3000.0,0
160000,2,2,2,36,-2,-2,-2,-2,-2,-2,950.711,0.0,202.51958,3363.5588,19823.984,12624.766,0.0,1500.0,11979.196,18981.47,7001.633,3510.752,0
100000,2,3,1,38,2,2,0,0,0,0,61446.31,75013.125,49315.08,50598.664,76077.59,33570.75,2000.0,2000.0,3426.7927,2000.0,2000.0,885.0296,1
50000,1,3,1,32,0,0,0,0,0,0,13153.042,10222.583,27209.45,16958.906,9244.763,18068.646,1548.4022,2000.0,1000.0,0.0,1054.0977,2914.375,1
240000,2,1,2,32,0,0,0,0,0,0,63455.344,68520.42,92655.58,72852.305,51492.402,57893.383,5004.943,4000.0,3401.9707,2072.3083,3000.0,7886.845,0
50000,1,1,2,50,2,2,2,2,2,2,76983.07,46693.01,51980.625,46122.28,76514.11,32112.287,4244.236,1322.6034,299.62775,2137.0513,1000.0,0.0,1
200000,2,2,1,26,-1,-1,0,0,0,-1,11183.767,23090.639,48502.617,26721.414,9133.156,3585.453,9308.049,8808.348,1579.638,514.33716,4000.0,2000.0,1
50000,2,2,2,24,0,0,0,0,0,0,71929.51,69143.51,49718.29,23830.17,33775.164,41987.383,2357.1135,2133.8435,2016.0612,3699.2004,3000.0,1405.4418,0
50000,1,1,2,32,0,0,0,0,0,0,111399.766,100607.305,115221.42,81112.445,78403.27,80013.125,4903.0117,5000.0,5000.0,5000.0,4197.521,6000.0,0
170000,2,1,2,28,0,0,0,0,0,0,47543.17,42825.74,48904.316,49507.324,41475.168,43065.55,3051.583,2731.395,2716.9622,2000.0,2001.5668,2003.547,0
30000,2,3,1,45,0,0,0,0,0,0,50379.03,60680.293,57396.895,59297.445,48225.53,40693.36,4070.147,2036.9476,4578.968,1200.0,2222.6108,2793.5266,0
270000,2,2,1,32,0,0,0,0,0,0,4084.7512,4904.287,19422.705,32114.826,15688.558,15924.507,5004.4346,4000.0,3599.6387,619.5206,3000.0,4500.0,0
20000,2,2,1,32,0,0,0,0,0,0,24935.014,17352.633,24259.895,18274.5,24429.29,14143.735,1802.283,2000.0,1328.8607,1600.0,1000.0,538.49554,0
760000,2,2,2,26,0,0,-1,0,-2,-2,7924.253,3029.4226,2448.1875,1039.6321,0.0,0.0,1500.0,1500.0,1797.1898,0.0,380.87973,0.0,0
390000,2,2,2,26,-2,-2,-2,-2,-2,-2,1901.7367,1427.2676,311.85028,390.0,0.0,329.17957,1477.805,1693.1384,1000.0,0.0,704.79254,0.0,0
20000,1,1,1,68,0,0,0,0,0,0,11952.015,6191.538,4738.503,6962.566,4136.089,2070.2302,2100.0,8.562859,1003.0552,0.0,0.0,0.0,0
240000,1,2,2,28,0,0,0,0,0,0,124428.086,130312.195,117152.95,110899.195,116846.48,100442.32,5000.0,4329.9487,4500.0,5638.6836,4047.6523,2499.9165,0
20000,1,2,1,52,-1,2,-1,-1,-1,-1,14957.201,4991.5938,1283.8285,388.82227,316.0,295.56348,0.0,1258.9863,1000.0,0.0,0.0,0.0,1
50000,1,2,2,25,0,0,0,0,0,0,75502.95,86956.0,71213.15,25418.936,23955.21,29584.547,2568.3293,3000.0,2011.0627,3049.0317,2000.0,2000.0,1
50000,1,1,2,27,0,0,0,0,0,2,25724.305,26488.586,18638.344,12799.227,7913.781,2411.7747,3000.0,1720.1929,1500.0,600.0,0.0,0.0,0
80000,1,2,1,32,-1,-1,-1,-1,0,0,3484.6863,4376.157,1896.3923,7149.6855,150.0,1922.1991,5300.1675,572.4253,4869.1406,0.0,2333.6355,1078.0526,0
50000,1,3,1,44,0,0,0,0,0,0,135597.56,125773.37,140408.48,55640.61,60043.074,51080.29,5000.0,5000.0,3205.786,2101.0498,4000.0,3500.0,0
30000,2,2,1,36,1,-2,-2,-1,-1,-1,0.0,-2.0242293,-16.590672,-2.85097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
280000,2,1,2,23,-1,-1,-1,-2,-2,-2,427.8525,0.0,467.9317,0.0,0.0,0.0,1197.9348,832.66113,0.0,0.0,0.0,0.0,0
660000,2,2,2,22,0,-2,2,-1,-1,-1,9207.294,27813.672,1911.4374,12404.82,9997.32,9084.136,10000.0,0.0,12642.159,6548.663,2000.0,4198.676,0
200000,2,1,1,59,-2,-2,-2,-2,-2,-2,1563.9792,741.42865,431.47638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000,1,3,1,45,0,0,0,0,0,0,23863.484,38951.504,25077.674,20047.889,28434.62,25604.557,1731.6407,3000.0,669.2672,1000.0,2000.0,0.0,1
50000,1,1,2,27,0,0,0,0,0,0,111337.07,131234.55,143103.75,91096.02,81588.516,77166.984,6000.0,4880.122,3160.4258,2500.0,3028.8826,3500.0,0
30000,2,2,2,25,0,0,0,0,0,0,13888.071,40627.223,55718.883,58862.965,23303.506,29307.396,3000.0,1967.3479,3000.0,0.0,2000.0,5000.0,1
100000,1,3,1,27,2,2,0,0,0,0,48544.67,103890.414,106311.62,154891.45,100713.43,101544.03,1500.0,3500.0,5755.028,3141.9082,3703.4714,12000.964,1
90000,2,2,1,37,0,0,0,0,0,0,145761.14,219007.14,169863.8,139617.47,159255.36,129779.8,8000.0,6172.0083,5953.9893,6988.305,5763.5693,2503.011,1
50000,1,2,1,40,-1,-1,-1,-1,-1,0,8686.876,4555.3564,15553.485,35495.1,39797.89,16478.986,19755.508,20781.834,20028.992,54360.332,6354.754,13699.843,0
30000,2,2,1,31,1,2,-1,-1,-1,-1,7785.744,3583.4473,313.6343,1293.2422,6873.286,1314.8342,0.0,1307.883,2817.4316,700.0,532.77167,0.0,0
16000,2,2,1,58,2,2,0,0,2,2,35713.152,60596.066,28059.242,29073.1,39426.26,25453.604,3332.2332,483.15784,3000.0,0.0,0.0,0.0,1
30000,2,3,2,53,0,0,0,0,0,0,28342.164,10599.423,13178.042,12126.748,8523.547,9832.493,2078.8992,1566.6174,1542.3228,550.11725,375.73846,1016.3417,0
50000,2,3,2,45,0,0,2,2,0,0,130440.02,174374.72,169662.53,152446.0,151498.12,130161.4,14404.6455,6703.8813,0.0,5945.0483,5000.0,126241.17,0
60000,2,1,1,24,-1,-1,-1,0,0,0,390.0,390.0,20015.361,30089.111,15298.311,19876.156,9512.245,20037.625,5490.949,2000.0,6276.5557,65468.2,0
50000,1,1,2,23,0,0,0,0,0,0,46628.562,22875.844,21720.432,13176.072,14514.849,7892.255,2307.6045,1620.4049,1170.7952,1200.0,0.0,0.0,0
390000,2,1,2,36,-2,-2,-2,-2,-2,-2,794.6439,313.51953,0.0,405.89377,475.3373,325.8721,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,1,3,1,30,2,2,2,2,0,0,19404.146,16695.236,10522.315,5833.8354,18786.338,16726.998,0.0,797.7904,0.0,1106.3514,2395.3435,0.0,0
50000,2,2,2,23,0,0,0,2,0,0,8630.746,15607.44,16889.145,16693.072,29028.709,20524.42,2100.0,4089.6123,0.0,1000.0,1249.6136,1710.4705,1
500000,2,1,1,31,-1,-1,-1,-1,-1,-1,1446.0657,4594.6626,500.21228,0.0,1842.0691,13619.817,20571.377,5153.843,4700.484,12969.575,20859.496,5079.8003,0
50000,1,3,2,23,0,0,0,0,0,2,23888.72,30572.404,6879.4053,35617.457,28147.47,8174.3633,1816.054,0.0,5000.0,4054.4106,0.0,0.0,0
390000,2,2,2,23,1,-2,-2,-2,-2,-2,923.9809,160.34448,0.0,0.0,331.77866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130000,2,1,1,33,-1,-1,-1,0,0,0,0.0,0.0,12820.325,22838.045,10341.032,10704.576,1800.0,7000.0,1600.0,323.7127,2000.0,39809.324,0
30000,2,2,1,37,1,2,0,0,0,0,14223.09,38236.094,25212.332,14272.005,13551.371,18506.803,0.0,1421.3309,690.7311,0.0,1205.1737,0.0,0
50000,1,2,2,32,0,0,0,0,0,0,94411.97,78853.445,110028.5,82315.73,79784.23,88151.12,3241.9575,4261.9688,4063.139,3909.983,4802.312,8830.395,0
50000,1,1,2,23,0,0,0,0,0,0,48596.637,34450.16,45977.17,30924.312,28497.262,16787.1,2130.1707,2554.5615,2000.0,1817.2495,796.7478,621.6166,0
390000,2,3,2,36,-2,-2,-2,-2,-2,-2,390.0,-5.8788323,-313.17435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000,1,2,2,27,0,0,0,0,0,0,131947.58,152702.97,153451.2,132923.02,110570.94,91431.95,5553.33,5000.0,5001.0166,3097.8098,3628.466,3414.3628,0
50000,2,2,2,24,0,0,0,0,0,0,55561.64,53579.8,43652.14,26160.652,29820.979,38130.082,2356.5225,2018.9353,2191.7915,3301.179,3028.9336,1542.2891,0
600000,1,1,1,31,-1,-1,-1,-1,-1,-1,1837.8674,0.0,0.0,0.0,2251.1335,1471.011,0.0,390.0,0.0,5000.0,700.0,5618.7188,0
150000,2,1,2,53,0,0,-1,-1,-1,-1,8005.601,5448.742,1692.5049,6286.899,1665.2109,6730.251,8245.046,14038.524,68610.84,4000.0,20391.69,1000.0,0
50000,1,3,2,27,0,0,0,0,0,0,64335.0,55783.18,83393.0,60940.83,47649.18,25598.2,2000.0,3395.5906,4500.0,1818.0598,1903.8239,1663.6116,0
150000,2,2,2,28,1,2,2,0,0,0,4828.841,20586.227,6324.8594,28637.121,16327.196,14453.726,1211.6755,0.0,3164.5254,653.81793,1000.0,0.0,0
50000,1,3,1,68,0,0,2,2,0,0,5322.6147,6857.163,5171.5127,6701.4204,6409.1646,3221.7747,3000.0,0.0,0.0,0.0,301.85098,0.0,1
360000,1,1,1,32,1,2,2,-2,-2,-2,5222.1313,3404.972,486.65005,2764.6824,3276.7979,2648.8325,0.0,0.0,0.0,0.0,0.0,0.0,1
30000,2,2,1,32,0,0,0,0,0,0,20421.262,9228.057,19793.748,20099.014,15700.433,19027.688,2078.7964,1800.1292,1605.2308,787.7924,1094.3953,3000.0,0
240000,2,2,2,37,-2,-2,-2,-2,-2,-2,5220.263,1876.3866,0.0,0.0,-209.97075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000,2,2,2,23,0,0,0,0,0,0,19085.383,17922.473,19434.285,19984.693,13580.616,2176.6245,2179.4417,1600.0,1535.4354,406.4674,0.0,0.0,0
20000,1,2,1,39,1,2,2,2,2,2,314.79495,390.21866,2299.965,1854.9243,1959.1753,4000.3494,0.0,1599.1798,1148.6674,0.0,236.79282,0.0,1
50000,2,2,2,24,0,0,0,0,0,0,51484.85,40644.105,49106.94,39980.367,47260.32,41975.902,2000.0,2739.62,2425.1516,2601.5586,2460.766,1797.7318,0
50000,2,1,2,23,0,0,0,0,0,0,11247.035,10541.197,17893.324,16431.566,6789.9644,1505.4523,1827.165,1774.6877,1000.0,0.0,454.09747,0.0,0
20000,1,3,2,28,1,2,2,0,0,0,7795.5796,27050.953,18528.49,49132.65,23918.021,23999.926,1512.8646,0.0,1898.933,1705.725,946.17017,587.67847,1
260000,2,2,1,26,-1,-1,-1,-1,-1,-1,1266.9308,2513.9001,1303.2485,4467.831,6773.68,1940.4242,2364.563,4000.0,5000.0,2659.6553,2661.6965,0.0,0
50000,2,2,2,23,0,0,0,0,0,0,36097.844,26702.328,33221.85,19704.162,23185.549,6995.734,1309.3835,2000.0,1000.0,2000.0,3.1030984,0.0,0
60000,1,2,2,42,1,2,2,2,2,2,20343.436,23030.666,28609.13,45789.81,66128.0,45638.06,0.0,1077.9768,813.29553,1200.0,0.0,500.0,0
150000,1,1,2,32,-1,-1,-1,-1,-1,-2,0.0,0.0,2116.1877,2233.461,0.0,-233.32016,0.0,3489.621,0.0,0.0,0.0,0.0,0
120000,2,2,1,40,-1,-1,-1,-1,-1,-1,3360.9448,6234.283,16034.607,22514.113,18305.338,3551.6968,13769.133,23555.023,10000.0,6872.6143,5500.0,0.0,0
50000,1,3,2,23,0,0,0,0,0,0,60157.047,53993.887,67241.375,55113.957,49710.633,36183.312,2006.1641,3000.0,3000.0,1988.8551,1502.2936,1080.8678,0
50000,1,1,2,27,0,0,0,0,0,0,25121.145,22944.26,41115.395,13796.437,15786.372,6965.5737,2230.2068,2000.0,314.46497,490.50797,191.00856,0.0,0
50000,1,2,2,32,0,0,0,0,0,0,67050.85,48409.094,49379.633,41825.234,36932.594,38905.023,3000.0,2424.0054,2288.2532,1856.0125,1740.6749,2000.0,0
50000,1,2,2,27,0,0,0,0,0,0,120860.85,160808.0,158342.17,95498.7,111699.66,95645.03,3898.7559,6028.1553,4000.0,4201.514,5000.0,2001.4806,1
50000,2,1,2,27,-2,-2,-2,-2,-2,-2,372.08096,0.0,0.0,237.46709,2677.1482,2381.0808,636.5067,1736.1809,3000.0,1800.0,2799.4326,0.0,0
10000,2,1,2,46,-1,-1,-1,-1,-1,-1,398.03577,428.46695,390.0,0.0,325.38803,1171.0742,1193.6356,799.73706,2202.0908,350.96136,2000.0,2308.9517,0
20000,1,2,1,33,-2,0,0,2,2,2,9686.41,44690.19,11799.096,29394.059,47013.395,26206.115,6123.5913,3.2137358,4000.0,1500.0,0.0,1000.0,0
20000,2,2,1,26,0,0,0,0,0,0,39329.36,40299.363,29368.014,27616.396,29479.797,20169.795,3597.267,2046.6141,1201.4457,1000.0,1000.0,375.63724,0
30000,2,2,1,24,0,0,0,0,0,0,39353.625,28649.768,20086.451,13790.405,15793.984,19062.322,2138.5227,1320.1102,1599.3058,1457.321,1334.914,1000.0,0
30000,2,3,1,45,2,2,0,2,2,2,12649.144,9014.854,4584.431,9620.838,26782.727,19051.377,0.0,1086.8738,1702.2244,767.56085,112.14127,0.0,0
80000,2,2,1,58,-1,-1,-1,-1,-1,-1,1423.9832,738.36176,1266.0396,2120.2375,782.3906,2647.205,1707.7272,1200.5887,2620.0354,43.780773,2347.931,2000.0,0
50000,1,2,1,35,-1,-1,0,0,0,0,4484.221,9069.82,5564.782,7591.9907,856.2561,7909.2266,1640.0852,0.0,1982.9462,0.0,975.26184,1000.0,0
20000,1,2,1,42,0,0,2,2,2,2,6104.6436,8264.796,9961.292,10537.151,3318.0903,10546.484,3087.036,1099.3293,0.0,0.0,1000.0,64.785995,0
380000,1,1,2,38,1,2,2,-2,-2,-2,5027.358,2152.5684,0.0,3099.3193,3399.0674,0.0,275.53476,0.0,0.0,0.0,0.0,0.0,1
150000,2,3,1,43,-1,-1,-1,-1,-1,-1,183.03735,0.0,2306.9739,9490.925,1024.9716,446.29507,5000.0,7632.5415,8591.076,0.0,3624.4424,0.0,0
