SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
2,1,2,0,0,0,0,0,0,0,400000.0,31.0,15177.158,-69777.0,0.0,90207.02,327558.72,3018.685,8241.414,413.92514,7347.147,51338.676,7035.04,9686.981
2,2,2,0,0,0,0,0,0,0,80000.0,25.0,831.51825,62913.746,1923.5966,3544.7375,9545.451,39438.766,1775.7805,10000.0,390.0,0.0,573.58734,3760.593
1,3,1,-1,-1,-1,-1,-1,-1,0,120000.0,38.0,1439.5331,5775.281,9043.818,9378.337,1087.7485,8041.791,2000.0,1810.8883,804.42377,1350.9187,1365.994,0.0
2,2,2,0,0,0,0,0,0,0,200000.0,35.0,76221.45,48711.086,55076.223,119002.72,69317.36,12764.92,3010.7605,10689.116,1099.686,13549.798,9657.205,3095.8013
2,2,1,1,2,-1,-1,-1,-1,0,380000.0,29.0,55992.707,1141.8739,770.0432,1640.8967,947.6393,25798.518,316.12457,630.64764,1187.5076,381.68704,2000.0,1500.0
1,3,1,1,2,2,2,2,-2,1,30000.0,47.342804,40593.496,2112.1877,14750.521,-50611.562,49.711613,23538.244,4673.5796,0.0,3149.2395,0.0,0.0,892.9906
1,1,1,1,2,2,2,-1,-2,1,80000.0,21.0,1978.9691,56525.113,-46127.0,-50616.0,239.88683,107825.41,1300.0,0.0,0.0,0.0,1012.15454,0.0
1,2,1,-1,-1,2,-1,-1,-1,1,210000.0,35.0,50381.57,27720.504,48906.242,25423.459,29937.137,8285.592,5000.0,2400.3857,1434.3094,1700.0,3000.0,3236.0703
1,3,1,0,0,0,0,0,0,0,200000.0,41.0,97626.29,86224.04,54821.367,63385.004,33064.62,50533.32,3400.5762,4000.0,2084.6968,2164.1045,3744.0505,5000.0
2,1,2,0,0,-1,0,-1,0,0,207012.23,44.0,39520.047,98086.08,88241.67,26856.918,97204.45,10144.973,3000.0,6108.012,1000.0,14473.398,891.1177,5721.365
2,2,3,-1,-1,-1,-1,-1,-1,0,260000.0,42.0,70773.72,52974.816,45547.285,21752.98,43600.652,38009.703,2134.994,2096.0215,2236.8877,2103.4949,37603.113,1204.4109
2,2,2,2,2,-1,2,-1,-1,1,180000.0,38.0,33989.332,37042.746,29061.82,4629.012,23851.754,136413.88,4204.8335,1300.0,4999.5933,1286.7618,288.51166,783.6811
2,1,2,0,0,0,0,0,0,0,150000.0,30.0,13545.898,35750.69,19402.342,17173.102,14966.443,7690.65,2023.668,2400.3555,2000.0,837.3153,1900.3168,1000.0
2,1,2,0,0,0,0,2,2,0,280000.0,30.0,1006.12384,-69770.02,3467.124,13661.495,390.0,18184.484,0.0,0.0,0.0,0.0,174.6491,9962.103
1,5,1,-1,-1,-1,-1,0,0,1,20000.0,25.0,-165562.94,-69777.0,-46127.0,2380.2734,102573.75,38109.5,0.0,5598.009,11019.776,1738.7466,106925.51,0.0
1,2,2,1,2,0,0,0,0,0,20000.0,31.0,7796.207,-69770.46,278216.7,-563.02203,-81334.0,4504.2153,1483.3138,0.0,1045.6832,412.2176,325.18292,0.0
2,3,1,0,-1,0,0,0,0,0,210000.0,39.0,-165580.0,184.5567,114501.32,390.0,19011.244,40947.223,4000.0,7786.473,2100.0,3685.57,8037.859,2000.0
2,3,1,2,0,0,0,0,0,0,140000.0,31.0,24832.852,3396.1782,8666.112,5883.417,5156.681,2688.282,8303.8955,2125.9082,2448.791,576.02856,390.0,1000.0
1,1,2,-1,0,0,0,0,0,0,60000.0,27.0,390.0,16530.691,3615.653,8757.008,2458.3303,5109.568,1400.0,69312.71,218.56433,0.0,0.0,1000.0
1,1,2,2,0,0,0,0,-1,1,70000.0,38.0,27328.014,5496.114,2493.9236,17475.064,13590.76,10837.903,4137.4243,0.0,1661.5377,1051.8422,3723.2546,1299.4583
1,2,1,2,0,0,2,0,0,1,80000.0,36.0,7110.169,3100.4797,23794.7,-50616.0,64168.14,3714.1277,2000.0,2000.0,13965.407,1209.1678,0.25580782,9368.856
1,1,1,-1,-1,-1,-1,-1,-2,0,50000.0,28.0,2251.4158,1543.3965,19308.38,-50616.0,5530.233,962.1158,1700.7618,380.919,622.7477,1000.0,532.8454,0.0
2,2,2,0,0,2,2,0,0,1,160000.0,30.0,10663.079,9023.18,28769.732,10716.932,-81334.0,37472.582,1501.081,2035.7714,0.0,2800.0,2000.0,3000.0
2,1,1,-1,-1,-1,-1,0,0,0,120000.0,57.99289,218512.58,174858.03,2512.3677,105724.27,12583.461,1457.5845,61496.242,6441.4907,0.0,1300.0,8963.409,5000.0
2,1,2,-1,0,0,-1,-1,-1,0,131435.89,49.0,87194.33,33815.883,31603.512,148482.23,64293.9,25455.414,7000.0,6262.762,4872.273,2000.0,5803.4883,5215.4834
2,1,1,0,0,0,0,0,0,0,430000.0,50.0,3882.437,159046.53,246104.89,198568.69,167969.1,127024.766,6000.0,6778.596,10000.0,8301.993,8718.595,6920.5503
2,1,2,-2,-2,2,0,2,-2,0,80000.0,42.0,50452.254,1328.6456,-46127.0,3809.6858,2377.2334,34326.934,36.662643,911.4038,2598.6665,2000.0,600.0,3000.0
2,1,1,0,0,-1,0,0,0,0,160000.0,37.0,29256.326,28437.143,28860.062,4554.5835,18924.834,28817.197,1300.0,2000.0,2000.0,1992.3121,2207.887,1279.8706
2,2,3,0,0,0,0,0,2,0,50000.0,31.0,1986.5656,0.0,14271.506,-50616.0,-81334.0,4493.3115,390.0,569.59686,1765.337,2008.7429,390.0,390.0
1,1,2,-2,-2,-2,-2,-2,-2,0,90000.0,32.0,24143.215,67854.72,17065.12,11931.085,17877.945,122836.555,1815.8164,2123.0513,1219.765,1068.9276,1708.3615,0.0
1,1,2,-1,-1,-1,-1,-1,-1,0,403827.4,26.0,130968.164,170566.08,12737.578,102415.84,53158.387,50582.81,2000.0,12302.149,0.0,2000.0,7500.8833,2000.0
2,3,1,0,-1,-1,-1,0,-1,0,380000.0,40.0,140966.98,294746.1,106647.58,172311.06,19384.107,28497.979,5744.007,1000.0,8060.946,4000.0,36686.844,2624.9832
2,3,1,0,0,0,0,0,0,1,280000.0,45.0,224163.08,190248.73,14035.409,28354.518,47839.047,56683.64,5504.7363,18702.96,4763.059,12860.014,5505.078,1851.5986
1,2,1,0,0,0,2,0,2,0,110000.0,32.0,14538.817,7801.1064,7291.331,8336.561,9790.03,3865.7324,3000.0,0.0,1002.59033,1019.497,1000.0,2000.0
1,2,1,0,0,0,0,0,0,0,240000.0,42.0,20924.996,666.60535,0.0,4347.582,-81334.0,18989.396,0.0,1988.0492,2000.0,403.9865,1520.7539,5000.0
1,2,2,-1,0,0,0,0,0,0,200000.0,49.0,8933.024,373311.28,366616.25,17842.697,121071.56,397433.9,60567.49,3961.766,69917.81,163579.38,62396.34,147141.7
1,2,2,0,0,0,0,0,-1,0,50000.0,26.0,109.79295,104957.3,0.0,2337.9153,24225.254,0.0,0.0,5010.766,600.1509,14162.962,555.0411,4214.4727
1,2,2,1,-1,-1,-1,2,-1,0,100000.0,38.0,29985.648,37811.05,81493.79,-50611.613,778.1312,38226.21,2101.7551,3000.0,1002.90295,1221.4156,414.5435,1136.5295
1,1,1,0,0,0,0,0,0,0,70000.0,33.0,14150.066,1575.5575,42693.42,0.0,2492.3984,549.7541,13336.605,1500.0,1000.0,0.0,1600.0,359.513
2,1,2,1,-2,-2,-2,-1,2,1,60000.0,28.0,7093.0776,-69777.0,18827.14,8093.7705,243.68997,69934.37,0.0,3645.202,0.0,0.0,1000.0,0.0
1,2,1,0,0,0,0,0,0,0,170000.0,34.0,18291.14,10413.292,25995.291,4916.4775,20904.39,10191.053,2000.0,2000.0,0.0,1786.7972,841.2543,0.0
1,2,2,0,0,0,0,0,0,0,230000.0,53.0,61638.184,64609.83,18931.365,28915.873,26121.803,8538.362,2500.0,5791.8237,0.0,5009.833,2500.0,2000.0
2,1,2,0,0,0,0,0,0,0,100000.0,37.0,24618.572,49277.93,153232.98,19714.236,12261.684,8356.828,2038.1543,2000.0,9610.441,1003.8764,59712.71,1105.4797
2,1,2,2,0,0,0,0,0,0,10000.0,52.0,77666.6,82326.805,50643.83,87387.055,61999.9,76458.64,1724.9698,15108.573,5000.0,8422.155,8821.042,8813.813
2,2,2,1,2,0,0,0,0,1,330000.0,37.0,146365.34,205613.42,149773.75,37205.793,0.0,122739.58,50106.78,5007.086,23250.44,9427.277,3000.0,3800.3782
1,2,1,1,2,2,2,2,2,0,374646.56,52.0,170766.17,173155.94,80192.96,133202.84,93645.96,128175.09,26925.004,14671.285,16747.033,11070.114,15000.0,13665.295
2,2,1,0,0,0,0,0,0,1,260000.0,38.0,43961.47,98549.984,129033.8,84502.01,104542.92,50007.246,7271.11,5526.5137,6129.915,5104.4824,6000.0,4000.0
2,2,1,0,0,0,0,-2,-2,0,50000.0,27.0,74942.63,30274.205,18165.898,1740.9891,9008.978,16635.365,2917.6663,0.0,2651.6414,385.18796,4339.084,737.6572
1,3,1,0,0,0,-1,0,-1,0,160000.0,38.0,27168.523,20203.316,32161.729,27786.31,23299.674,39258.65,3500.0,1600.0,3000.0,1659.634,2180.3142,1000.0
1,2,2,0,0,-2,0,0,0,0,10000.0,21.0,119099.49,-69777.0,16845.482,0.0,0.0,313.3698,0.0,0.0,0.0,0.0,3000.0,4000.0
2,1,1,-2,-2,-2,-2,-2,-2,0,160000.0,36.0,77939.72,31214.344,14348.372,32915.207,61948.707,3570.3467,3000.0,3000.487,3000.0,1500.0,0.0,2200.0
2,1,2,-1,-1,-1,-1,-1,0,0,230000.0,29.0,25397.729,5490.773,26690.963,97129.35,29468.363,5597.614,2000.0,2000.0,16257.577,2204.8716,664.2723,19979.873
2,3,1,0,0,0,0,0,0,0,100000.0,32.0,1998.3948,15562.6875,5800.5566,27614.404,18738.146,20034.94,15001.284,1999.5774,2000.0,2337.3713,3000.0,1299.9019
2,3,2,0,-1,-1,0,0,0,0,290000.0,42.0,95000.68,27519.336,10474.3,28331.477,2470.6553,29158.367,2081.2095,2100.0,1632.9751,3000.0,3000.0,500.0
2,2,1,0,0,0,0,0,0,0,120000.0,33.0,826.6802,1774.5079,9874.103,1444.3405,7650.137,0.0,1779.9746,1027.164,1405.794,1000.0,596.11615,5.169994
1,3,1,-2,-2,-2,-2,-2,-2,0,180000.0,23.0,39727.05,-69777.0,81722.79,14207.191,16516.328,29138.043,3777.4192,2149.1892,2239.5352,4000.0,2104.542,2000.0
2,1,2,-1,-1,-1,-1,-1,2,0,50000.0,30.0,-165580.0,7963.7344,2207.11,19022.88,4593.0776,3976.0022,926.9313,1147.7834,991.1415,390.0,3000.0,0.0
2,2,1,2,2,0,0,0,0,1,110518.08,28.0,1029.0317,17038.576,17802.004,21242.033,29977.912,1323.8778,3737.0005,0.0,1300.0,1000.0,417.38013,1000.0
2,2,2,0,0,-1,-1,0,-1,0,230000.0,26.0,47000.992,57740.086,34576.34,143862.03,24843.39,25287.184,6097.5527,13149.7705,5493.9375,7500.0,10727.524,4455.349
1,1,1,0,-1,0,-1,0,0,0,60000.0,27.0,13492.302,32326.035,0.0,13285.314,0.0,-150953.0,0.0,3084.1736,2000.0,1120.3945,0.0,2921.8118
1,2,2,0,-1,-1,-1,-1,-2,0,10000.0,46.0,-165580.0,2623.0183,-23.345367,0.0,0.0,102342.4,4500.481,0.0,0.0,0.0,0.0,0.0
1,1,2,-1,-1,-1,-1,-1,-1,0,10000.0,35.0,1317.7246,37103.98,44614.055,27928.36,0.0,19660.363,2100.4756,2000.0,1904.4473,1218.514,2940.706,503.26334
2,2,2,-1,0,0,0,0,-1,0,240000.0,46.0,61163.465,50836.35,69702.125,56325.383,65907.414,29923.826,5000.0,7594.1265,5045.392,4500.0,3000.0,3000.0
1,2,1,0,0,0,0,0,0,1,360000.0,33.0,19963.965,16401.943,11198.031,3560.8064,10188.409,13982.207,2000.0,7550.0806,0.0,1100.0,2000.0,20000.957
2,1,2,1,-1,-1,-1,0,-2,0,10000.0,21.0,2044.0386,0.0,-46122.082,-50616.0,-81326.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0,0,0,-1,-1,-1,0,60000.0,21.0,19051.326,8080.5845,17180.357,1003.3426,6725.6445,350964.8,1556.2731,0.0,1000.0,1295.7565,2000.0,386.79123
2,2,2,-1,0,0,-1,0,0,0,50000.0,29.0,138906.16,5496.007,6952.6567,9957.162,2938.7659,21853.719,2000.0,0.0,0.0,722.7256,1070.7693,37496.87
1,2,1,0,0,0,0,0,-2,0,60000.0,30.0,1675.8026,5552.6836,1191.6234,0.0,123005.78,780.0,0.0,780.0,887.9508,0.0,0.0,0.0
1,1,1,1,2,0,0,0,0,0,80000.0,30.0,10529.434,15720.389,9996.955,7502.4463,1737.9193,15850.949,1556.6091,1400.0,2000.0,1000.0,1000.0,789.0083
2,1,2,2,-1,-1,0,0,0,0,50000.0,43.0,8541.626,60568.406,9621.28,47709.848,20107.635,26247.86,5000.0,4000.0,1521.6738,3000.0,1000.0,3605.9546
1,2,2,-1,-1,-1,-1,-1,0,0,220000.0,29.0,48554.55,69327.61,6040.345,57468.65,6020.8257,2390.6702,2665.643,1368.2288,5000.0,936.6284,3112.6633,700.0
1,1,2,0,0,0,0,0,0,0,300000.0,44.0,128636.016,131532.94,395244.0,3825.1428,80953.86,-150953.0,4009.8271,7000.0,5672.4546,37667.938,8154.3467,4967.2153
1,2,2,0,0,2,0,0,0,0,360000.0,45.0,56005.5,52481.664,32110.236,67465.32,100514.695,145411.94,15602.123,7213.2935,6084.402,0.0,58792.645,2516.8748
2,2,2,-1,-1,-1,-1,-1,-2,0,420000.0,21.0,30963.586,32719.639,367374.62,48466.184,38817.78,27077.457,5353.3613,1800.0,6000.0,2200.0,0.0,4446.104
1,2,1,0,0,0,0,0,0,0,90000.0,27.0,1175.3083,49961.84,2185.191,21956.924,7832.7324,15346.238,1500.0,1347.0267,742.6554,2000.0,302.76874,689.7879
2,2,2,0,0,-1,0,0,0,0,180000.0,46.0,49005.27,136991.1,79968.7,108425.195,1830.1619,61718.438,8994.902,0.0,5007.622,4412.33,5000.0,4789.687
2,2,2,0,0,0,0,0,0,0,230000.0,32.801754,17712.195,51186.92,49818.555,43359.53,11606.072,43254.387,5289.2524,2226.2148,2425.0586,3235.673,789.8188,981.85455
1,1,1,3,2,0,2,0,0,0,170000.0,41.75654,60031.703,29260.572,52471.234,69312.51,51849.88,59853.72,3997.3184,5057.42,1669.579,3805.2173,1305.2429,6048.3027
2,2,1,0,-1,0,0,-1,0,1,80000.0,51.0,14207.782,27082.422,32632.66,120692.9,85795.016,6483.4604,25005.05,2553.5447,2224.6414,336.50595,2909.3591,0.0
1,1,2,1,0,0,0,0,0,1,90000.0,37.0,2383.3103,2781.5264,9281.116,801.3965,-81334.0,1739.4437,5868.401,190.95372,0.0,2361.327,799.9998,2200.0
2,1,1,0,0,0,0,-2,-2,0,480000.0,36.0,1138.3999,158927.02,84021.734,83126.22,72092.09,57888.59,10000.0,4403.8853,0.0,3102.3667,10000.0,7885.0225
2,1,2,-2,-2,-2,-2,-2,-2,0,400000.0,56.0,16924.8,189131.66,52533.37,21027.98,-81326.516,25317.295,8822.526,0.0,1700.0,1439.1222,1260.8392,1000.0
2,1,1,-1,-1,0,-1,0,-1,0,270000.0,54.0,150559.06,204170.19,118851.914,27954.795,219098.45,20883.932,14218.197,10023.273,28093.738,13495.004,1073.8636,2000.0
2,2,1,0,0,0,0,0,0,0,360000.0,53.0,239685.44,98717.19,135878.25,162500.4,196648.47,186657.2,14356.342,12000.0,6000.0,20007.473,15054.782,27039.475
1,3,2,-1,0,0,-1,0,-2,1,80000.0,34.0,1656.9714,5167.885,13975.793,2462.3972,7042.5664,9107.342,1600.0,0.0,489.8928,1000.0,0.0,500.0
1,2,2,2,0,0,0,0,-2,0,400000.0,35.0,128879.54,190670.8,11981.014,57452.7,177589.83,144006.17,4428.186,5000.0,3006.754,2309.8276,12000.0,10076.747
1,1,2,1,-1,-1,-2,-2,-1,0,10000.0,21.0,0.0,0.0,0.0,-50611.684,0.0,-150953.0,0.0,0.0,0.0,2000.0,0.0,0.0
2,2,1,0,0,0,0,0,0,0,250000.0,27.0,34528.57,71942.32,38063.574,28570.742,18486.764,48929.273,3036.9512,4605.028,2365.41,4859.955,4788.311,5105.394
1,1,2,-2,-1,-1,-1,-1,-1,0,180000.0,31.0,17663.992,52314.29,20495.365,6887.6797,19861.197,27364.15,1329.173,542.376,2500.0,0.0,1500.0,1301.1019
1,2,2,0,-1,-1,0,0,0,0,180000.0,32.0,40414.492,28180.486,34857.242,40895.52,13906.191,39981.707,2000.0,2891.9973,3001.424,2109.3213,1101.081,6087.592
2,1,1,-1,0,0,0,0,0,0,110000.0,27.0,0.0,49609.773,35072.586,32257.068,33312.832,41674.383,2500.0,993.9628,4204.526,3000.0,3000.0,2766.4883
1,1,1,-1,-2,-1,-1,-2,-1,0,200000.0,21.0,18050.742,15751.577,15116.264,-50611.47,34676.273,5745.6553,1700.0,0.0,0.0,1000.0,0.0,1400.0
2,2,1,-1,2,0,0,0,-1,1,452542.0,49.92689,153218.03,197796.19,30352.666,183036.39,7941.291,56455.73,25792.027,32073.379,27809.719,0.0,10401.027,0.0
2,3,1,0,0,0,0,0,0,0,140000.0,39.0,17781.658,43972.75,29737.889,25982.748,30676.229,30771.54,3106.9558,1402.2552,1000.0,0.0,1182.3125,1000.0
1,2,2,0,0,0,0,0,0,0,230000.0,41.0,49798.805,0.0,50064.58,59912.12,42444.863,29233.01,0.0,1200.0,3506.6355,0.0,7622.481,3000.0
2,2,1,0,0,0,0,0,0,0,190000.0,26.0,291873.56,27435.107,-46127.0,67998.12,71837.64,19691.592,1500.0,245.51424,600.0,1766.108,0.0,748.5178
1,2,2,1,-1,0,-1,-1,-1,0,50000.0,31.0,-165580.0,100493.88,7379.2266,6906.497,0.0,316.0,1500.0,0.0,342.95703,246.98817,500.0,100.82652
1,1,1,-1,0,0,0,0,-1,0,160000.0,41.0,20107.629,4748.808,-46127.0,188680.95,28485.107,8656.834,4051.016,3127.4365,2000.0,1791.5897,2000.0,1500.0
2,2,2,0,0,0,0,0,2,0,20000.0,26.0,7241.469,6766.485,0.0,2479.5166,8652.449,-150953.0,1545.7677,0.0,0.0,0.0,616.1455,700.0
2,1,2,0,0,0,0,0,0,0,360000.0,42.0,8877.192,52175.0,182193.31,102325.81,125538.19,141538.62,1285.307,10227.177,36006.68,5281.4746,8000.0,397.5825
1,1,1,-1,-2,-2,-1,-1,0,0,170000.0,33.0,52669.285,40810.02,-46122.848,27961.07,48793.965,15035.418,2322.0352,0.0,1900.0,784.7444,1100.9067,2000.0
2,2,2,0,0,0,0,0,0,0,420000.0,44.0,3782.1528,83196.15,92968.234,3813.2617,90928.77,98279.59,8301.313,4987.043,2500.0,3667.4773,5011.5166,16602.998
2,2,1,0,0,0,0,0,0,0,400000.0,51.0,193613.38,133336.22,66763.25,122126.07,19485.885,98100.68,3513.8608,8079.4507,1500.0,1000.0,10079.405,4205.095
1,1,1,0,0,0,0,0,0,0,210000.0,43.0,484293.22,147718.66,6964.727,19053.7,30621.3,68278.58,2000.0,1863.7411,383091.72,3000.0,2000.0,87868.02
2,2,2,1,-1,-2,-2,-2,-2,0,30000.0,23.0,-165580.0,-69770.14,0.0,56296.926,-81325.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0,0,0,0,2,0,50000.0,27.0,147338.8,5347.087,30226.732,19645.828,1253.2721,39223.72,0.0,1294.1653,2861.5354,661.0067,5000.0,1000.0
2,1,2,-1,-1,-1,-1,-1,-1,0,80000.0,38.0,60061.336,20340.135,6987.556,2802.383,15472.458,53691.344,0.0,4000.0,20037.03,5000.0,9000.0,1000.0
1,2,2,0,0,0,0,-1,0,0,340000.0,36.0,220425.8,136018.03,58735.027,182200.33,173709.83,136896.92,3513.0432,1248.1958,5114.6367,1000.0,2169.9592,1915.6912
1,3,1,1,2,2,0,0,0,0,50000.0,23.0,0.0,-69770.28,150672.75,0.0,0.0,-150937.06,0.0,0.0,0.0,3301.1558,0.0,0.0
2,2,2,0,0,0,0,0,0,0,50000.0,27.0,19645.213,5349.981,42946.453,39861.273,16076.322,18042.732,2000.0,1600.0,3000.0,2000.0,1232.7422,4000.0
2,1,1,-1,-1,-2,-1,-1,-2,0,10000.0,23.0,1281.7549,0.0,390.0,106638.96,-81326.62,309.90045,1391.5762,0.0,0.0,390.0,0.0,0.0
1,3,2,0,0,0,0,2,2,0,10000.0,40.0,41668.598,1060.6157,10505.352,27865.783,3298.0698,14988.561,0.0,1632.6564,0.0,1500.0,0.0,0.0
2,2,2,0,0,0,0,0,0,1,350000.0,56.0,143382.44,134759.75,274318.3,96779.31,184472.78,-150953.0,28187.367,37528.246,42317.53,13345.3,24370.629,10647.62
1,1,1,0,0,0,0,0,0,0,500000.0,55.0,19865.855,170800.14,781706.9,39228.57,98052.69,104238.04,1799.9489,5650.1294,10412.817,5408.2207,5233.447,3000.0
2,3,1,0,0,0,0,-1,0,0,110000.0,33.0,18394.19,26226.592,5782.076,39441.55,2702.7542,11982.555,1388.1128,3873.192,880.71124,653.8156,1200.0,1100.0
2,1,2,0,0,0,0,0,2,0,320000.0,43.0,69220.49,66530.89,24235.799,91742.19,9978.609,14738.38,2100.0,7649.4385,6229.0723,3000.0,6433.726,1000.0
1,2,1,0,0,0,2,-2,2,1,250000.0,32.0,-165563.5,-69770.51,22015.2,0.0,9846.977,-150953.0,0.0,0.0,998.413,1684.7996,0.0,0.0
2,2,1,0,0,0,0,0,-1,0,500000.0,55.0,150010.52,196209.55,99888.28,117337.23,152990.75,68131.12,6121.8516,5000.0,25398.742,7760.574,2789.685,32286.725
1,3,2,1,2,2,0,0,0,0,360000.0,60.0,336667.22,420545.62,217890.94,159409.48,30090.812,128303.01,11130.371,20000.0,35432.395,7000.0,5020.694,19943.229
2,3,2,0,0,0,0,0,0,0,130000.0,36.0,356.7386,4594.9585,28669.902,1018.01294,13798.247,5658.9663,2301.392,2000.0,707.5559,1151.085,1300.0,0.0
1,1,2,0,0,-1,-1,0,0,1,230000.0,44.0,126302.0,169081.55,130587.44,13958.272,0.0,3014.5627,7000.0,11483.574,1500.0,3681.1543,0.0,3000.0
1,1,1,0,0,0,-1,-1,-1,1,459282.38,34.0,177189.12,11874.92,99047.375,1187.7238,8241.842,6208.7944,14363.385,17545.893,10971.453,6912.05,6458.6963,7110.4575
2,2,2,1,0,0,0,0,0,0,100000.0,31.0,38635.91,15444.883,19586.846,25329.432,183858.19,11771.966,4000.0,3500.0,2461.838,4245.413,3000.0,1627.9012
1,2,2,2,-1,-1,2,2,0,1,500000.0,69.29081,520077.62,564622.1,363571.44,391735.72,768817.1,599336.5,25119.898,9729.347,832485.94,44363.95,213497.06,6334.712
2,1,2,-1,-2,-2,-2,-1,-2,1,10000.0,42.0,46805.723,0.0,-46122.17,43824.39,16244.78,-150953.0,3076.2625,0.0,0.0,0.0,0.0,900.0
2,3,1,-2,-2,-2,-2,-2,-2,0,300000.0,26.0,51027.492,-69777.0,65809.84,42414.184,10268.942,51778.89,3000.0,2100.0,3721.7202,2093.566,4768.1523,3599.059
2,2,1,1,0,0,2,-1,0,0,80000.0,42.0,166907.28,207097.78,220294.62,88749.48,247223.84,183634.2,49187.88,29032.652,50291.895,11991.972,19030.48,10019.04
2,2,2,-1,-1,-1,-1,-1,-1,1,200000.0,37.0,7681.2056,18470.441,49583.13,18659.096,34567.805,10447.193,2000.0,14099.992,1000.0,299.10992,1849.5997,7613.7373
1,2,1,0,0,2,2,0,2,0,460000.0,23.0,36065.027,-69769.86,112247.26,108473.9,9640.523,135588.4,22279.518,19453.428,0.0,8997.393,1000.0,101006.52
1,3,2,-1,-1,-1,-1,-1,-1,1,100000.0,33.0,132713.36,-41.862434,19637.662,-50616.0,-81334.0,7891.382,3151.5398,5000.0,500.0,2104.6702,769.2636,2000.0
2,1,2,0,0,0,0,0,0,0,190000.0,29.0,68748.58,24655.92,28003.986,-50611.53,10498.006,0.0,874.9783,291.99533,5000.0,3689.1943,1255.0938,500.0
2,2,2,0,0,-1,2,-1,-1,1,120000.0,34.0,60971.203,14449.369,1211.5835,34356.08,13421.322,10332.138,2000.0,1500.0,2552.3242,2700.0,860.76605,1839.0314
2,2,1,2,2,0,2,-1,-1,1,30000.0,39.0,6047.2285,-69777.0,-46127.0,-50616.0,-81326.484,0.0,1000.0,0.0,0.0,4335.1675,3600.9087,2000.0
2,2,1,0,0,2,2,2,-2,0,186068.12,21.0,79183.3,0.0,-46127.0,-50616.0,18891.96,60093.14,2204.5608,1800.0,0.0,0.0,14883.608,0.0
2,2,1,-1,-1,-1,-1,-1,-1,0,70000.0,27.0,-165580.0,4289.694,0.0,0.0,-81334.0,424.8804,601.5247,0.0,0.0,0.0,0.0,5716.3516
2,2,1,0,0,0,0,0,0,0,320000.0,39.0,195821.89,232139.6,271366.66,411558.94,132415.55,92432.02,10000.0,55280.203,42616.188,18666.59,5633.2725,5719.523
2,2,1,2,3,-1,3,2,-2,1,60000.0,28.0,-165580.0,-69777.0,7395.7876,4661.1396,19889.14,0.0,0.0,990.09,0.0,0.0,600.0,0.0
