LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
200000,2,1,1,33,0,0,0,0,-1,0,260574.17,194209.2,168540.73,132874.27,139051.92,130478.28,23784.623,15000.0,10000.0,36012.7,20036.4,97141.9,0
20000,1,3,1,45,2,2,2,0,0,0,14414.577,15475.704,16932.074,20445.79,19801.516,14901.446,1200.0,0.0,803.16675,1366.9132,499.6481,2000.0,1
60000,1,2,1,31,0,0,0,0,0,0,68630.555,94551.086,58264.797,46267.395,50222.348,49114.383,2006.8702,2000.0,1765.9886,2000.0,2000.0,1500.0,1
160000,2,2,1,40,0,0,0,0,0,0,255057.62,256068.78,234769.05,252652.66,214805.78,201313.6,9938.884,9334.296,15000.0,10996.389,12000.0,10000.0,0
100000,2,2,2,32,0,0,0,0,0,0,82231.96,65109.78,64061.266,46291.008,41103.84,44088.17,4000.0,3008.4805,2000.0,2000.0,2000.0,2000.0,0
360000,1,2,1,35,-2,-2,-2,-2,-2,-2,0.0,-15.40436,-71.53833,-347.7023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000,2,1,2,26,2,2,2,-1,-1,-1,2190.75,776.8508,1215.089,447.22528,0.0,96.98615,0.0,0.0,0.0,0.0,2000.0,0.0,1
30000,2,1,2,27,-1,-1,0,-1,-1,-1,1671.2699,3016.8655,3889.464,2192.4739,1769.4419,1046.5919,3473.683,1670.5995,1148.8729,6599.3247,4098.5684,0.0,0
150000,1,1,2,32,-1,0,0,0,0,0,23786.523,22841.537,39067.992,27302.176,27862.049,19428.953,1582.4216,1700.0,1383.8635,495.0314,4.2876873,1392.0468,0
500000,2,2,1,38,-2,-2,-2,-1,-1,-1,6577.9897,2500.0,14064.831,27933.307,10806.169,3436.6782,3056.195,9575.255,64225.066,17170.36,53664.695,2702.332,0
50000,2,2,1,22,0,0,0,0,0,0,22550.76,17134.473,15615.103,13321.631,9055.6455,6795.7056,1832.5801,1554.549,1568.7081,910.3375,650.6019,700.0,0
150000,2,2,2,25,0,0,0,0,0,-1,65143.117,81143.66,82626.99,97066.13,50361.902,75463.18,5002.015,8870.353,16609.121,2289.4229,14511.64,0.0,0
30000,2,2,2,38,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000,2,1,1,48,1,-2,-2,-2,-2,-2,0.0,-299.3536,-26.720991,-608.6972,-409.83554,-20.582563,0.0,0.0,0.0,0.0,0.0,0.0,1
50000,1,2,1,40,1,2,0,0,0,-1,28900.688,39029.996,47828.492,48634.85,23258.63,40621.875,1490.3098,1401.18,6500.0,0.0,10000.0,0.0,1
50000,1,3,1,36,2,2,0,0,0,0,26085.904,50952.434,39863.465,33819.953,18352.336,20016.963,1477.1403,0.0,1634.1742,2000.0,1752.5665,3700.0,0
100000,2,1,1,33,1,2,2,2,2,2,144065.16,114175.8,181696.14,111502.28,208468.28,168424.97,0.0,16012.204,6591.32,29715.943,0.0,4589.5483,0
50000,2,3,2,25,0,0,0,0,0,0,26319.309,27968.637,28257.502,21044.783,18890.848,20044.33,1885.4867,1755.4565,1601.0303,1200.0,1385.4739,1000.0,0
30000,2,2,2,24,-1,-1,-1,0,0,0,1344.0397,948.3569,2944.298,2503.175,11922.563,7875.4985,2100.0,1016.4263,1000.0,500.0,300.95135,2000.0,0
20000,1,1,2,25,0,0,0,0,0,0,22128.854,22510.213,9276.879,9776.592,11626.1455,4818.8594,1323.9563,1275.4325,392.53745,1000.0,0.0,0.0,0
360000,2,1,2,33,0,0,0,0,0,0,54478.18,30299.002,27104.46,27481.867,16026.014,17810.725,2000.0,2100.0,2006.2733,1000.91565,1850.1985,2000.0,0
200000,1,1,1,30,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,80.42257,274.3039,0.0,0.0,0.0,0.0,0.0,0.0,0
100000,2,3,2,28,-1,-1,-1,-1,-1,-2,15739.461,19118.885,3289.4714,390.0,382.65643,0.0,49954.6,3403.996,0.0,1565.293,0.0,0.0,0
120000,2,1,2,31,0,0,0,0,0,0,121991.04,127943.51,108506.9,94874.734,91615.83,85917.42,5000.0,5000.0,5000.0,5000.0,5412.129,2698.888,0
90000,2,2,1,28,-1,-1,-1,-1,-1,-1,6965.6104,1650.7994,1876.5729,5251.8223,931.4039,0.0,2500.0,2500.0,4013.1135,4000.0,2999.6284,1000.0,0
120000,2,2,1,39,-1,-1,-1,-1,-1,-1,1332.1764,0.0,0.0,0.0,0.0,4073.3806,0.0,1049.9949,0.0,0.0,3509.443,0.0,0
20000,1,3,2,32,1,2,0,0,0,0,11633.557,56029.36,48508.562,19873.113,35625.406,27619.074,701.98444,2081.4658,1104.0236,1000.0,1040.9235,0.0,1
20000,1,2,1,25,0,0,2,2,0,0,16047.114,31282.242,13921.885,39611.668,9798.602,12417.722,6000.0,0.0,449.20813,2000.0,1000.0,600.30804,0
70000,2,3,1,25,0,0,0,0,0,0,117432.445,136774.36,113935.54,94991.375,96978.8,89852.46,4000.0,4755.3496,5000.0,3176.8167,3457.4775,3100.0,0
100000,2,2,1,30,0,0,0,0,0,0,65055.26,78644.81,74964.24,68229.26,66276.375,71562.305,3011.3252,2691.5198,2471.8367,2343.7664,3000.0,2759.7158,0
50000,2,2,2,24,0,0,0,0,0,0,50976.957,20939.531,29321.021,24820.23,28913.725,27153.232,3008.754,2000.0,1532.5741,1800.0,2000.0,1896.0096,0
50000,2,2,1,24,0,0,0,0,0,0,78055.91,68795.72,69727.82,60955.938,59548.95,59890.883,3076.8345,2786.3198,2500.0,2526.8865,3000.0,3000.0,0
70000,2,3,2,28,1,-1,-1,-1,0,0,1514.3289,4392.7886,13923.758,31184.717,36421.566,9348.73,7679.1704,9000.0,2800.2195,2600.9592,0.0,0.0,0
20000,1,2,2,31,-2,-2,-2,-2,-2,-2,13401.102,1938.4156,246.20709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,1,2,1,25,0,0,0,0,0,0,89937.055,115761.266,104431.11,90964.74,80818.31,90659.41,4113.0283,3500.0,2977.7395,2419.289,3300.3428,3746.8472,0
110000,2,1,2,30,-1,-1,-1,-2,-2,-2,397.09714,4154.7964,1209.9324,1472.7383,0.0,316.0,2799.3489,0.0,0.0,0.0,0.0,0.0,0
200000,1,3,1,32,-2,-2,-2,-2,-2,-2,1915.65,1009.7718,2479.009,391.3993,746.0883,1964.6208,1552.1936,3311.816,1248.8147,402.985,1700.0,2815.8599,0
200000,1,1,1,28,-1,-1,-1,-1,-1,-1,2890.2363,3780.9536,3267.9312,12107.862,2944.7583,0.0,7000.0,5027.018,5109.241,5000.0,0.0,0.0,0
100000,1,2,2,33,0,0,0,0,0,0,157469.52,135584.69,131405.9,115867.37,101036.375,103446.01,5534.3555,5360.451,5000.0,4684.8745,5028.5176,5000.0,0
70000,1,2,2,27,0,0,0,0,0,0,78882.64,62033.477,76920.86,69536.555,69543.5,70677.27,4000.0,3000.0,3288.358,3000.0,3382.8862,2200.0,0
180000,2,2,1,38,-1,-1,-1,-1,-1,-1,390.02744,498.89914,838.4259,1452.7474,149.56169,912.20984,1500.0,1401.1189,371.80823,0.0,1052.6798,1118.3529,0
90000,2,2,1,25,0,0,0,0,0,0,143723.77,160948.4,131460.34,130198.87,114287.6,108645.5,5000.0,5000.0,6284.476,5082.923,5011.913,4000.0,0
50000,2,2,1,32,1,-2,-2,-2,-2,-2,2771.371,0.0,-6.770664,-961.4333,-317.87216,-853.2236,0.0,0.0,0.0,0.0,0.0,0.0,0
30000,2,3,2,31,-1,-1,-1,0,0,0,10321.937,4781.9185,17904.387,7953.85,46245.62,29332.354,4341.103,2000.0,654.5102,10000.0,9461.753,368.46088,1
100000,2,1,2,30,-1,-1,-2,-2,-2,-2,8703.191,3691.675,588.1601,0.0,-17.708717,-2025.2236,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,2,2,1,32,0,0,0,0,0,0,52164.062,59817.055,53365.164,47328.043,36509.31,44280.27,2490.5066,2100.4705,1807.6724,1500.0,1598.5266,1800.0,0
30000,2,1,2,43,-1,-1,2,-1,-1,-1,1949.6411,5880.5884,0.0,980.29755,343.4193,2258.7932,4000.0,0.0,0.0,0.0,899.5363,0.0,1
360000,2,2,2,26,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,2408.9348,108.46595,-844.09845,0.0,0.0,0.0,0.0,0.0,0.0,0
130000,2,3,1,40,0,0,0,0,0,0,425026.94,405328.44,357227.22,370966.72,328218.38,341176.12,23173.508,16946.133,68891.22,12000.0,47963.45,23903.42,0
180000,2,1,2,27,-1,-1,-1,0,0,0,2836.8545,2615.7231,34013.5,18591.86,23350.074,4838.8643,7027.515,1809.0775,1000.0,778.22754,0.0,0.0,0
70000,2,2,1,28,-1,-1,-2,-2,-2,-2,324.9301,0.0,-429.53238,-2069.151,-217.54543,-33.57291,0.0,0.0,0.0,0.0,0.0,0.0,0
30000,1,2,2,27,0,0,0,0,0,0,23406.834,25862.908,29633.928,28446.137,20062.775,28455.018,1600.0,1696.0491,1637.7688,1147.7693,1801.7771,2000.0,0
120000,2,3,2,36,0,0,0,0,0,0,47271.664,32860.527,29151.209,20489.4,22963.082,17975.08,2000.0,2104.4307,1638.7141,1858.9968,391.3175,2000.0,0
20000,1,2,2,24,2,2,2,-2,2,-2,27099.596,6295.652,959.55493,5094.5737,3092.3396,7432.8516,0.0,0.0,2300.0,0.0,3000.0,0.0,1
200000,2,1,1,28,1,-2,-2,-2,-2,-2,0.0,-341.49496,-37.93806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280000,2,1,1,32,0,0,-1,-1,-1,-1,19800.004,12748.3955,6134.805,3526.048,3961.1924,7524.2515,2739.9692,3000.0,3047.1877,2964.2468,5000.0,3738.6897,0
360000,2,2,1,38,1,2,-2,-2,-2,-2,459.27365,0.0,0.0,0.0,129.25815,2986.1755,0.0,0.0,0.0,0.0,0.0,0.0,1
120000,1,2,1,28,0,0,0,0,0,0,70064.625,50233.164,48794.684,42200.32,28463.05,12519.591,3000.0,2997.5342,2500.0,1800.3762,436.12012,0.0,0
200000,2,1,2,28,1,-2,-2,-2,-2,-2,0.0,-16.561132,-1.1284041,-15.890173,0.0,-110.32255,0.0,0.0,0.0,0.0,0.0,0.0,0
140000,2,2,1,28,-2,-2,-2,-2,-2,-2,0.0,0.0,-64.883125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260000,1,1,1,40,0,0,0,0,0,0,340091.0,363043.97,321136.12,286566.06,256437.1,245654.92,16794.584,13229.753,13624.465,12269.219,15000.0,15160.663,0
500000,1,2,1,35,0,0,0,0,0,0,45597.78,32499.92,40216.156,49069.63,18758.115,10398.0,3796.0557,3501.171,5000.0,1000.0,1108.9559,0.0,0
500000,2,1,2,28,0,0,-1,0,0,0,35746.875,8290.192,37314.656,36214.777,56518.594,43300.035,4000.0,19828.805,6000.0,5107.2373,7419.1665,21512.059,0
50000,2,2,2,24,0,0,0,0,0,0,25706.172,17211.076,18801.121,14205.883,18143.465,18913.303,2100.0,1803.6221,1201.7164,1080.0442,1200.0,1156.5173,0
120000,2,2,2,33,0,0,0,0,0,0,230862.47,212523.58,190655.44,172129.81,165138.22,147726.83,8000.0,8000.0,9002.568,7594.628,8000.0,7500.4404,0
180000,2,1,2,26,0,0,0,0,-2,-2,30165.088,12610.277,6951.8003,478.75928,0.0,0.0,1052.9556,0.0,0.0,0.0,0.0,0.0,0
360000,1,2,1,39,-2,-2,-2,-2,-2,-2,39061.89,29579.6,36411.22,17002.3,857.62396,0.0,4500.0,14847.892,3000.0,0.0,0.0,0.0,0
150000,1,1,2,28,0,0,0,0,-1,-1,32725.824,27196.393,18877.924,9996.183,8968.009,2217.0203,3891.8796,5002.9487,1754.6742,13036.077,2000.0,2000.0,0
90000,1,2,1,36,-1,-1,-1,-1,-1,-1,4804.752,4059.4077,1058.0496,156.68784,0.0,682.9822,2552.613,1091.4473,1000.0,800.0,4500.0,244.90561,1
150000,2,3,1,44,0,0,-1,-1,-1,-1,11160.455,3358.003,2407.0066,390.0,337.5835,1065.7507,1000.0,0.0,0.0,3000.0,2000.0,1212.2719,0
70000,2,3,2,27,0,0,0,0,0,0,98289.305,103778.984,96643.75,80476.47,95753.016,84064.22,2902.2617,3690.4556,2869.2612,3500.0,4100.28,3500.0,0
50000,2,2,2,23,0,0,2,2,0,0,39803.88,25578.232,13226.23,9645.633,11647.703,4401.3643,2000.0,0.0,200.7565,1048.7201,0.0,555.29565,0
360000,2,2,1,38,-1,-1,-1,-1,-1,-1,3210.6985,571.6166,0.0,186.26854,0.0,734.64526,0.0,0.0,201.03552,0.0,6046.0757,2500.0,0
100000,2,1,1,26,2,2,2,2,2,2,118292.945,78172.664,116182.79,79901.414,128557.36,78725.086,0.0,13038.655,3888.272,0.0,0.0,5000.0,1
110000,2,3,2,25,0,0,0,0,2,-1,28677.24,20054.912,18977.15,12232.985,5763.5586,20365.379,1818.6156,1970.0519,2846.8716,0.0,3906.5151,399.2498,0
20000,1,1,2,24,0,0,0,-1,-1,-1,3463.3408,11599.368,2544.4998,4591.6523,3198.9285,1627.1097,0.0,596.75146,839.12573,0.0,117.18723,0.0,1
150000,1,1,1,28,1,-1,-1,-2,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,2,3,1,35,0,0,0,0,0,0,19992.982,16207.16,23230.16,20143.92,21053.785,23349.17,2000.0,1200.0,2000.0,1308.3784,1975.5208,1000.54504,0
200000,1,1,1,25,0,0,0,0,0,0,230205.2,205107.61,160853.42,129509.02,122765.164,130647.9,10018.731,7796.6055,6001.074,4549.0493,6000.813,6000.0,1
20000,1,2,2,28,2,2,0,0,0,0,42966.4,50599.605,24396.238,30020.516,37654.75,28270.15,1000.0,1106.2844,1204.2051,1726.3037,703.05396,1000.0,1
360000,2,2,1,37,0,0,0,0,-2,-2,103744.58,61529.492,31117.555,39668.72,4010.7122,0.0,4000.0,0.0,1500.0,0.0,0.0,0.0,1
20000,1,1,1,37,0,0,0,0,0,0,2801.0762,17174.725,8450.794,7055.732,4873.5063,2861.7026,1669.615,1291.6575,1001.3106,689.2625,600.0,300.0,0
140000,2,1,1,31,0,0,0,0,0,0,250985.55,301129.22,255718.05,242979.11,207677.0,205244.55,13305.772,11893.567,15003.943,13478.794,15000.0,11856.307,0
230000,2,2,1,39,-1,-1,-1,-1,-1,-1,2258.499,0.0,0.0,0.0,661.6815,2718.3042,0.0,0.0,0.0,2000.0,1101.1943,0.0,1
100000,2,3,1,36,2,2,2,-1,2,2,1006.731,592.9769,0.0,0.0,2359.0996,3172.5955,0.0,0.0,397.03442,0.0,0.0,1800.3787,0
140000,2,2,2,33,0,0,0,0,0,0,110942.7,75822.26,81100.53,70678.336,79138.055,79155.68,5000.0,4000.4077,3500.0,3593.159,4724.8926,4000.0,0
360000,2,2,1,38,-1,-1,-1,-1,-1,-1,3553.2854,1264.2786,1703.6184,1738.9749,830.2538,1230.4305,1802.0707,2000.0,1300.0,2175.2725,3633.0308,506.32242,0
50000,2,3,1,30,0,0,2,2,0,0,16835.11,50261.684,18081.033,28447.146,8718.224,5691.3335,15728.973,0.0,720.4941,1090.3544,0.0,1000.0,0
110000,2,3,1,28,0,0,0,0,0,0,37386.137,34062.87,27124.668,18834.867,18633.742,16800.182,2198.1167,2000.0,3090.3108,1000.0,2500.0,0.0,1
220000,2,2,2,33,-2,-2,-2,-2,-2,-2,13765.26,45894.566,36370.883,48845.625,19440.264,0.0,49943.156,80373.38,106460.2,6000.0,1000.0,41071.8,0
50000,1,2,1,27,-2,-2,-2,-2,-2,-2,2485.3396,18950.922,5133.185,2323.8533,4892.777,6393.226,15028.008,6507.5684,10000.0,5061.9062,2892.0227,215365.47,0
150000,2,1,2,32,-1,-1,0,-1,-1,-1,24456.598,17267.217,11835.56,2888.3486,0.0,807.05963,2000.0,820.39484,0.0,0.0,5000.0,10507.951,0
30000,2,2,2,32,0,0,0,0,0,0,50159.605,35861.75,34752.348,26320.6,26955.896,22978.799,2200.0,2100.0,1300.0,1200.0,1681.4965,1615.0321,1
50000,2,2,2,26,0,0,0,0,0,0,29297.047,15994.279,19070.879,16712.432,18290.582,19008.035,2175.8184,1714.2126,1335.8162,1163.3854,1316.5026,1277.9884,0
200000,2,1,2,36,1,-2,-2,-1,-1,-1,4.2761254,0.0,390.0,9762.648,416.5295,0.0,0.0,1233.6399,19311.662,139.83109,0.0,0.0,0
500000,1,1,2,28,-1,-1,-1,-1,0,0,64393.332,10931.339,129870.99,115804.99,145744.16,145056.47,1200.0,136087.58,20263.027,26922.41,34334.785,59712.85,0
150000,2,1,1,42,-1,0,0,-1,-1,-1,5887.1123,13126.747,7515.777,3554.746,676.87866,2434.751,3000.0,2381.88,1294.6561,390.0,5000.3906,4000.0,0
70000,1,2,2,27,0,0,0,0,0,0,48812.246,44391.418,50267.43,46334.527,38689.062,48410.82,4000.0,3000.0,2379.311,2414.1372,3221.4,3000.0,0
100000,2,2,1,33,0,0,0,0,0,0,261925.9,255339.95,240496.86,226706.56,202791.28,199297.56,10000.0,9404.944,10000.0,8000.0,10000.0,9426.9375,0
100000,1,2,1,44,0,0,0,0,0,0,107673.34,105969.96,90774.8,75074.49,61830.52,70915.57,5000.0,4727.525,3691.4768,3626.3762,3908.5664,3689.2275,0
50000,2,3,2,27,0,0,0,-2,-2,-2,50070.83,8988.637,408.54532,748.2245,4077.6086,17368.13,3000.0,0.0,391.80502,42.813286,2597.8997,36157.977,0
360000,2,3,1,26,1,0,0,0,0,-1,13626.572,47060.027,27308.945,17716.916,5539.0283,0.0,2500.0,4066.278,2185.6453,8044.3394,0.0,0.0,0
500000,2,1,1,37,1,2,-1,-1,-1,-1,3318.0315,1272.1533,1742.0875,474.64227,2242.481,4075.6152,0.0,3000.0,334.16217,1624.6317,1799.9232,1915.5499,1
30000,1,2,2,27,0,0,0,0,0,0,55795.508,49390.816,43358.414,47044.996,33506.848,35274.094,3223.2468,2000.0,1012.59076,1621.2134,2099.0925,2622.8071,1
360000,2,1,1,28,-1,-1,-1,-1,-1,-1,194.46402,0.0,264.39,372.4125,0.0,0.0,0.0,872.61017,0.0,0.0,0.0,0.0,1
150000,2,2,2,31,0,0,0,0,0,-2,18899.377,6858.0454,9463.222,12783.843,0.0,0.0,1000.0,5000.0,5000.0,0.0,0.0,0.0,1
90000,1,2,2,32,0,0,0,-1,-1,-1,59448.773,21181.072,5505.524,580.2673,372.95718,1387.206,1500.0,788.36633,498.78613,500.0,5000.0,5000.0,0
70000,2,2,1,27,0,0,0,0,0,0,44632.82,46764.227,47535.773,39340.21,40064.277,46109.363,2423.5298,2200.0,2000.0,2000.0,2000.0,2000.0,0
360000,2,1,1,39,-1,-1,-1,-1,-1,0,776.98645,213.85721,1437.4506,6752.6807,15770.25,14611.348,2000.0,4000.0,5000.0,3000.0,1854.9884,3006.6658,0
50000,2,3,1,38,1,2,2,2,-2,-2,10948.381,19303.62,9500.224,2526.5908,41.937744,732.54944,0.0,0.0,0.0,0.0,0.0,0.0,1
360000,2,1,2,36,-2,-2,-2,-2,-2,-2,430.8563,0.0,365.95166,5234.6367,3052.4573,8318.001,0.0,1000.0,7000.0,1000.0,6000.0,10000.0,0
130000,1,2,2,28,2,2,2,2,0,0,72951.54,78420.66,50293.86,66025.875,36431.73,33411.227,4000.0,0.0,1000.0,2977.6448,2532.2124,1000.0,1
20000,1,1,2,25,0,0,0,0,0,2,47770.566,28951.56,18239.03,7795.297,9724.328,7067.5386,777.515,1459.7845,7.417321,1093.7316,0.0,816.0156,0
360000,2,3,1,45,-1,-1,-1,-1,-1,-1,1323.5364,647.75604,1892.2792,5647.961,1171.942,174.02873,1999.9711,2707.1614,2000.0,2045.8792,88.21771,268.50357,1
20000,1,1,2,28,0,0,0,0,-1,-1,3255.974,8114.287,3863.9336,680.81714,0.0,0.0,811.37494,0.0,0.0,0.0,1000.0,0.43441665,0
360000,1,1,1,33,-2,-2,-2,-2,-2,-2,835.9266,0.0,0.0,0.0,0.0,-8.312708,0.0,0.0,0.0,0.0,0.0,0.0,1
180000,2,2,2,28,1,2,2,2,2,2,102006.3,69764.93,55753.19,108737.92,92703.8,60996.973,0.0,2000.0,13281.327,0.0,0.0,5055.9297,1
90000,1,2,1,35,1,2,0,0,0,0,149049.3,201260.64,188845.25,177973.78,178210.75,146837.34,1700.0,5273.4434,10000.0,10000.0,11000.0,9135.354,0
110000,2,1,2,28,0,0,0,0,0,0,37487.266,52020.01,48461.547,58417.305,31857.326,48327.97,4821.3306,2714.034,4000.0,2200.0,4444.1587,3602.2612,0
30000,1,1,2,38,1,-2,2,-2,-2,-2,1520.5662,1049.8219,0.0,586.2238,0.0,399.3133,0.0,0.0,0.0,0.0,0.0,0.0,0
70000,2,3,2,41,0,0,0,0,0,0,136903.27,118686.85,115470.414,90184.12,92265.95,88539.63,5000.0,4000.2085,3374.5652,2612.9807,3003.6167,3000.0,0
90000,2,1,2,25,0,0,0,0,0,0,57974.277,55043.965,49208.195,46374.617,35642.5,32930.46,3000.0,3000.4436,3100.022,2804.2344,2658.355,3000.0,0
140000,2,2,1,27,0,0,0,0,0,0,173116.16,173669.38,189030.83,178135.0,193984.39,170293.1,7000.0,6883.66,10000.0,6864.652,8036.921,6026.062,0
20000,1,2,2,33,2,2,0,0,0,0,142105.94,222847.47,135252.92,112627.75,116465.31,89639.58,3275.9136,4233.56,2142.3105,3729.1453,4000.0,3000.0,1
180000,2,1,2,25,-1,-1,-1,-1,-1,-1,1081.7952,1342.9113,1745.8009,1047.3949,1519.575,2275.275,3361.0151,1300.0,39.203804,2620.051,4711.268,1457.847,0
110000,1,2,1,33,0,0,0,0,0,0,173130.5,149390.08,119634.98,93404.055,85444.82,85501.23,5000.0,5004.2505,4096.341,4906.174,4002.1338,5033.844,0
200000,2,3,2,27,-1,-1,-1,-1,-1,-1,1027.1802,2470.872,2245.786,9784.69,1759.9877,1785.1436,2857.0374,2000.0,6564.8,2274.2302,754.5346,0.0,0
