LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
140000,2,1,1,37,0,0,0,0,0,0,128645.32,148673.47,148081.48,132430.53,155639.36,120051.69,7000.0,4149.8687,6000.0,4190.993,3903.9158,3000.0,0
30000,2,1,2,29,1,0,-1,-1,-1,-1,3898.3716,1958.6578,770.8392,11229.822,412.74216,2333.9285,0.0,1000.0,1997.6831,0.0,33.55859,0.0,1
80000,1,2,1,33,-1,-1,-1,-1,-1,-1,17668.867,4312.7373,396.44946,539.11505,3387.9016,11162.333,587.1495,464.28848,2000.0,3199.345,4556.5146,1714.3284,0
30000,2,2,2,29,-1,-1,-1,-1,-1,-1,4503.916,1221.316,0.0,0.0,0.0,0.0,180.55263,0.0,0.0,0.0,0.0,0.0,0
50000,2,2,2,24,0,0,0,0,0,0,17081.201,14695.174,18923.676,8308.957,4766.6104,12572.8955,1000.0,1193.9764,1204.3967,1262.082,1000.0,2000.0,0
30000,2,1,2,38,-2,-2,-2,-2,-2,-2,1751.0404,2131.4946,0.0,0.0,0.0,-199.43594,0.0,0.0,0.0,0.0,0.0,0.0,0
80000,2,2,2,33,2,2,0,0,0,0,320566.72,371267.44,420457.66,450988.44,337440.06,254166.2,19483.525,6906.283,15072.813,20000.0,20000.0,8167.623,0
50000,2,2,1,27,0,0,0,0,0,2,47603.85,29779.652,30625.748,9652.789,4876.6177,7695.1274,1989.769,3214.551,0.0,850.8169,0.0,946.009,1
150000,1,1,2,30,0,0,0,0,0,0,16229.875,10223.323,19070.07,26992.143,13530.236,15186.383,1261.4714,1958.5376,2877.4106,466.80356,718.2894,1537.4808,0
200000,1,2,2,27,0,0,0,0,0,0,54968.47,85682.12,88960.12,77919.17,90215.78,42747.902,2360.7112,2201.6719,2493.6272,2301.983,2685.8704,3000.0,0
30000,1,3,1,32,2,0,0,0,2,2,12840.217,18979.88,20301.848,15887.862,19375.242,27076.12,2000.0,3046.4365,700.4054,2000.0,0.0,0.0,1
140000,2,2,1,29,0,0,0,0,0,0,253203.25,192564.81,210579.34,226701.2,194928.12,187912.42,10000.0,16810.064,14890.919,11171.793,10000.0,6000.0,0
150000,1,1,2,27,-1,-1,2,-1,0,0,8600.925,9547.976,0.0,6001.4644,10531.291,19681.783,5100.4,0.0,1571.2037,10029.095,763.46106,9228.061,0
30000,2,1,2,29,1,2,2,2,0,0,182234.58,258358.72,281915.03,249702.0,216892.83,211395.86,2065.1108,3000.1558,0.0,3000.0,22333.193,1367.182,0
60000,1,2,1,39,0,0,0,0,0,0,76596.88,72193.76,63696.414,60693.33,60367.14,71982.41,4000.0,3705.4644,2252.264,3000.0,3217.2522,2000.0,0
210000,2,2,2,24,0,0,0,0,0,0,46752.9,48458.36,51446.0,50743.855,46417.94,34270.938,2212.918,3000.0,3342.9377,1403.7456,1400.6044,905.0619,0
30000,2,2,2,33,-1,-1,-1,-1,-1,-1,7961.7466,6342.315,417.02115,2344.7769,6640.9053,12714.6045,3500.0,2177.7603,10003.588,17256.979,3563.204,10122.826,0
50000,2,2,2,26,0,0,0,0,0,0,79206.125,76339.4,59139.605,51135.504,46850.934,59169.883,4000.0,3000.0,1600.0,2756.127,2907.245,2000.0,0
140000,2,1,1,40,0,0,0,0,0,0,137424.97,116750.516,129725.5,105881.44,121073.695,105240.234,3343.4849,5000.0,5658.0024,2402.684,3503.851,2000.0891,0
180000,2,1,2,35,-1,-1,-1,-1,-1,-1,953.91504,592.1784,7582.3574,0.0,0.0,0.0,1388.8198,9989.019,0.0,0.0,983.7224,0.0,0
30000,2,2,2,25,-1,-1,-1,-1,-1,-1,250.85954,1731.63,5323.6367,3624.669,9813.3,1437.052,5000.0,4084.2964,5000.0,4000.0,0.0,0.0,0
50000,2,2,2,32,0,0,0,0,0,0,119016.42,78059.91,62700.484,49598.41,34411.312,40285.715,4641.656,5000.0,1466.6974,2697.8403,2000.0,1393.9784,1
80000,2,3,1,44,2,2,0,0,0,0,49063.344,43367.887,43212.203,46712.85,40663.055,22456.684,0.0,3000.0,1047.765,2000.0,1174.2848,1800.0,1
50000,1,1,1,27,-1,-1,-1,0,0,0,8438.82,7536.3413,2083.0586,12747.809,39248.08,659.175,2000.0,0.0,1600.0,600.21985,0.0,1200.0,0
30000,2,1,2,26,-2,-2,-2,-2,-2,-2,271.53635,0.0,0.0,600.42596,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,1,2,2,32,0,0,2,2,0,0,1545.8741,735.1765,5807.762,415.73505,432.19507,389.27936,0.0,1066.295,0.0,0.0,0.0,1395.8883,0
30000,2,2,2,29,2,2,2,2,2,2,170846.36,90743.63,92749.21,127283.4,107193.22,101240.22,0.0,10000.354,3000.0,3337.853,1000.0,1000.0,1
200000,2,1,2,32,-1,-1,-1,-1,-1,-1,10279.362,1942.0916,1997.7893,2217.7712,418.50165,4023.533,1324.5734,2239.4329,3497.369,799.6959,5221.1436,5200.0,0
30000,2,1,1,32,-2,-2,-2,-2,-2,-2,385.96402,19.248646,1202.3379,659.7318,114.20797,0.0,0.0,3875.8848,0.0,0.0,0.0,300.0,0
60000,2,2,2,24,0,0,0,0,0,0,42028.676,43412.676,44536.914,46976.81,44633.715,51682.297,2050.6638,2000.0,2515.1997,2519.5867,2178.3452,1116.6082,0
50000,2,2,2,26,0,0,0,0,0,0,99511.484,76147.586,58547.766,49421.38,42919.74,21091.271,3883.91,3928.029,3000.393,1000.0,1000.0,0.0,0
50000,2,2,1,30,1,0,0,0,0,0,7711.3535,17446.025,27575.28,42953.05,17770.17,19255.607,1700.0,2000.0,1531.623,1394.7421,1604.7722,3911.1562,0
200000,2,3,1,25,-2,-2,-2,-2,-2,-2,10558.292,23839.121,1959.7505,2476.7664,852.6558,15185.44,6585.4136,0.0,3877.7214,1494.8654,10000.0,5000.0,0
30000,1,2,1,29,-1,-1,-1,-1,-1,-1,6723.4004,8281.783,3587.0857,326.0,0.0,780.0,4701.369,3622.1938,701.26227,1000.0,7000.0,1000.0,0
30000,2,1,2,23,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000,1,2,1,36,1,2,2,2,2,2,11464.537,9444.656,1886.3309,2302.937,8620.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120000,2,1,2,26,-1,-1,-1,-1,-1,-1,781.4398,2021.9341,287.0451,780.0,758.0454,782.0788,9906.85,893.55817,1435.3474,9084.254,207.13701,932.4855,1
20000,1,1,2,28,0,0,0,0,0,0,37274.703,17646.215,34763.547,22884.521,25025.62,25194.602,0.0,4800.7866,1500.0,532.1704,1232.4012,821.0832,0
60000,2,3,1,35,0,0,0,0,0,0,44808.81,59463.004,64313.59,53438.53,47018.492,32400.98,3010.965,3644.5806,3000.0,651.3095,1755.2095,3500.636,0
360000,2,1,1,29,0,0,0,0,0,0,96052.234,77222.29,106784.43,67071.336,54231.785,78525.86,3503.444,13530.797,3000.0,6000.0,13359.849,7867.2705,0
30000,2,1,2,28,1,-2,-2,-2,-2,-2,-3.4394145,-9.068281,0.0,0.0,-59.300034,-1319.8546,0.0,0.0,0.0,0.0,0.0,0.0,0
200000,1,1,1,26,-1,-1,-1,-1,-1,-1,12992.762,9802.092,2815.9197,1010.4064,10090.995,9137.86,13560.309,3631.387,0.0,15533.437,4796.602,10777.973,1
60000,2,2,2,30,0,0,0,0,0,0,82062.6,85986.49,86932.47,93937.195,95376.05,99414.516,5218.247,2472.3032,3000.0,4000.0,3731.1003,2335.107,0
60000,2,3,1,36,0,0,0,0,0,0,21466.488,23872.994,28696.8,19454.652,19527.596,21309.693,1633.2052,3000.0,1943.6239,161.16035,1000.0,2500.0,0
30000,2,2,1,29,0,0,0,0,0,0,50008.445,33396.35,30210.453,29660.969,29281.357,35435.68,2711.074,3000.0,2200.0,1203.9026,1740.6437,1000.0,0
150000,2,1,2,30,-2,-2,-2,-1,0,0,92.354614,3240.8345,7747.5483,26141.066,10960.016,3970.4683,6791.901,13014.167,87986.21,66258.586,2000.0,5175.3306,1
60000,2,2,1,39,0,0,0,0,0,0,146571.12,130156.875,131969.62,129514.9,115357.52,120591.625,6013.3506,7693.8047,5550.723,5000.0,5199.046,3703.17,0
30000,1,2,2,27,0,0,2,0,0,0,25905.41,21565.26,22187.95,54311.676,42178.51,5768.89,1804.359,0.0,2221.4736,443.82578,0.0,2654.2996,0
200000,2,1,2,28,1,2,2,2,2,2,101149.61,71595.89,75354.86,97287.695,81589.445,86142.59,1300.0,1289.0457,2890.7158,991.605,2500.0,499.2639,1
20000,2,1,2,26,1,2,2,2,0,0,12615.457,13948.727,28093.613,20502.756,10456.669,9284.839,0.0,0.0,0.0,387.22964,1727.4088,0.0,1
360000,2,1,1,34,-2,-2,-2,-2,-2,-2,388.1647,0.0,0.0,0.0,318.96884,1400.6165,0.0,0.0,0.0,26.875385,1532.4663,1610.2732,0
80000,2,3,1,40,0,0,0,0,0,0,11401.086,21671.143,27627.916,47384.137,15259.732,3385.5269,5000.0,7036.295,2000.0,6000.0,723.7996,6141.073,0
50000,2,2,1,37,0,0,0,0,0,0,76424.98,65610.98,59967.637,55007.254,69192.73,41126.207,1514.3306,2527.0796,2500.0,1961.4922,1000.0,236.14114,0
50000,2,2,2,24,0,0,0,0,0,0,25413.729,37741.56,26754.93,22397.947,15515.645,7519.919,3000.0,1299.4493,1500.0,1000.0,325.38184,0.0,1
30000,2,2,1,29,0,0,0,0,0,0,17382.982,19122.123,17960.732,20142.121,24891.197,11581.88,2097.3708,1600.0,2300.0,531.6489,536.7237,743.04144,0
30000,2,1,1,30,2,2,2,2,2,2,9953.455,20540.734,29511.287,41800.133,23525.215,51676.29,3000.0,776.6089,3000.0,0.0,1000.0,1592.1514,1
50000,2,2,2,28,0,0,0,0,0,0,53510.312,19301.945,16541.666,8253.679,1385.3933,1091.3688,1500.0,1980.2935,390.0,0.0,0.0,0.0,0
200000,1,1,2,27,0,0,0,0,0,0,52451.766,38281.95,41895.785,46364.996,66048.28,48250.805,2568.6526,2937.002,4000.0,3397.9058,3000.0,2346.5876,0
50000,2,2,2,34,0,0,0,0,0,0,56333.87,33982.582,24712.945,9440.915,2818.387,4728.2344,3500.0,2237.5374,1236.4829,0.0,0.0,0.0,0
30000,2,2,1,40,0,0,0,0,0,0,53932.94,72696.055,68324.69,81560.04,97196.625,64066.473,4303.615,1800.0,5875.585,3000.0,2500.0,2639.7957,0
80000,2,2,2,29,-2,-2,-2,-2,-2,-2,100.25785,0.0,0.0,28.781912,3846.3845,12682.13,0.0,0.0,0.0,2639.1243,0.0,0.0,0
30000,2,2,1,39,0,0,0,0,0,0,61019.137,51879.883,46294.867,42478.047,48294.56,39863.254,3183.8428,2500.0,2674.86,2000.0,2000.0,1311.3986,0
80000,2,1,2,39,0,0,0,0,0,0,9908.869,8617.659,8457.071,6875.2964,4778.3506,21007.38,2603.1824,3600.0,1536.3522,2197.8445,5000.0,5000.0,0
50000,2,3,2,27,1,2,2,2,0,0,49252.76,28910.025,17987.008,13223.858,9995.635,25788.268,0.0,2.1372766,99.187485,500.0,4000.0,214.04938,0
50000,1,1,2,33,0,0,-2,-2,-2,-2,18145.518,1390.2548,288.5707,0.0,0.0,-0.97430336,0.0,0.0,0.0,0.0,0.0,0.0,1
500000,1,2,1,27,-1,-1,-1,-1,-1,-1,5432.425,1294.7974,240.01512,7701.1377,7539.8076,240.0612,331.61264,0.0,2732.9287,2000.0,664.16583,3000.0,0
80000,2,2,2,31,0,0,0,0,0,0,62394.43,52194.15,50159.516,44575.15,29355.469,28609.418,4400.2134,2000.0,2713.6335,1000.0,1300.0,2122.0837,0
60000,2,2,1,31,0,0,0,0,0,0,184342.1,114289.59,116511.06,83964.625,49461.31,59181.67,5000.0,7749.472,3307.6433,2788.186,3300.2495,3021.5164,0
60000,2,2,1,40,0,0,0,0,0,0,71656.484,55943.355,53718.574,47840.883,58177.016,50529.66,2102.8958,3000.0,2500.0,1988.0201,2064.1235,2303.2234,0
50000,1,2,2,28,0,0,0,0,0,0,46354.33,54272.25,51299.035,41643.367,48264.36,30496.004,3000.0,2500.0,2173.2976,3000.0,1378.5406,1500.0,0
500000,1,1,1,34,-2,-2,-2,-2,-2,-2,393.11996,2020.1161,2333.7676,0.0,2727.5962,3381.0671,5000.397,5123.1694,0.0,5000.2485,2057.5322,7929.553,0
60000,1,2,2,28,0,0,0,0,0,0,48310.723,42845.15,40287.81,29831.393,28346.498,51750.965,2795.0862,2541.275,2000.0,1200.0,2800.0,2136.4326,0
80000,2,2,1,37,-2,-2,-2,-2,-2,-2,8136.7754,910.46686,0.0,325.90485,627.97754,5847.115,1000.0,1128.7513,101.08644,441.71243,3331.0483,1000.0,0
60000,2,2,2,28,0,0,0,0,0,0,43264.758,28212.709,23233.719,20710.994,23741.168,34076.043,3000.0,2000.0,2000.0,1799.0708,2000.0,997.86707,0
20000,1,2,2,24,2,2,-2,2,2,2,8521.402,14498.615,6050.2344,7946.08,26843.988,36527.08,0.0,1200.0,3466.6375,1002.89294,711.5425,0.0,0
50000,2,2,1,34,0,0,0,0,0,0,184344.05,186478.45,154001.77,185362.45,149072.75,148292.55,15073.656,6700.1616,5000.0,8000.0,7000.0,2566.703,0
60000,1,2,2,31,0,0,0,0,0,0,107404.76,117121.93,97079.59,49745.094,48944.008,50402.13,4998.8887,8008.6147,1537.0374,6480.3247,4000.0,2011.8353,1
200000,1,1,1,36,-1,-1,-1,-1,-1,-1,15656.556,2949.1094,5327.405,593.70386,5109.1963,2503.2617,1069.5508,4000.0,0.0,5000.0,5809.6553,16513.496,0
180000,2,1,2,35,-1,-1,-1,-1,-1,-1,1254.4982,4174.8735,14043.007,432.66016,3694.746,765.91174,5093.239,20061.14,1563.6718,5000.0,3000.0,732.403,0
