SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
2,1,2,0,0,0,0,0,0,0,130000.0,26.0,17678.863,16281.572,18769.594,21802.225,17554.264,9705.63,1342.7355,7000.0,6000.0,5620.9473,1200.0,4000.0
1,1,1,-1,-1,0,-2,-2,-2,0,80000.0,45.0,829.57135,573.41846,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
1,2,0,2,2,2,2,2,2,0,230000.0,31.0,157860.25,152506.25,177370.84,185330.4,179735.12,168764.28,0.0,19191.11,6164.412,6508.009,0.0,8316.392
2,1,2,0,0,0,0,0,0,0,250000.0,26.0,76901.586,57233.484,61321.863,57885.402,64859.67,61004.445,3000.0,4053.9114,2072.1648,2716.0552,2612.0144,1310.7244
1,1,0,-1,2,2,2,2,0,0,20000.0,59.425915,16258.832,14547.632,13743.656,18268.557,14474.751,23701.17,1000.0,1300.0,1000.0,0.0,519.2566,850.03625
1,2,2,-1,0,-1,2,2,8,0,20000.0,25.0,16209.414,10550.055,10283.66,6966.9663,1520.2562,1384.2491,1471.1089,1831.3691,0.0,0.0,0.0,0.0
2,2,0,2,2,2,2,5,2,0,111913.19,55.0,98983.33,101068.914,93940.48,85045.22,85457.55,89004.3,3000.0,5976.6445,6216.795,8000.0,3000.0,26326.688
2,4,2,0,0,0,0,0,0,1,50000.0,37.0,54338.164,48948.027,38696.715,43173.812,39047.758,30374.924,2030.4476,1694.0337,1500.0,1500.0,1009.3376,1688.4277
2,2,1,-1,-1,-1,-1,0,2,1,120000.0,37.0,760.63727,4014.8884,7631.552,27435.145,69164.18,36952.223,2291.594,3851.0989,21597.305,60172.26,0.0,7569.333
2,4,2,0,0,0,0,0,0,0,200000.0,34.0,70565.93,57047.086,38552.01,33983.617,21043.697,20765.055,10000.0,7871.124,5000.0,9338.409,5933.447,4751.093
1,1,2,0,0,0,0,2,2,0,100000.0,49.0,91624.49,96910.555,88529.23,80385.17,63154.145,62144.094,3906.7231,3489.569,5000.0,2399.2856,0.0,2216.5466
1,2,1,0,0,0,0,0,0,1,100000.0,63.99346,13569.678,5362.7695,6457.6553,2368.893,1033.4589,1713.3044,1081.7161,1500.0,171.2139,1500.0,932.04535,11395.785
2,2,2,0,0,0,0,0,0,0,160000.0,53.0,69540.29,63544.23,61661.777,58974.465,70940.24,63847.13,3003.5083,2000.0,2559.3525,3500.0,2474.8994,2000.0
2,1,2,-1,7,0,2,5,2,1,150000.0,36.0,29796.977,32968.746,32836.17,29361.3,28109.584,26385.58,2159.643,5114.731,0.0,2608.1768,0.0,1274.9644
1,2,2,0,0,0,0,0,0,0,80000.0,40.0,56710.23,47819.84,62011.832,50347.785,40337.684,40499.336,2000.0,2337.7217,2000.0,1695.9042,2000.0,2000.0
1,1,2,3,2,2,0,0,0,1,50000.0,29.0,2226.4758,3296.1753,2948.1084,4534.463,6430.1846,6388.5957,715.97925,0.0,462.8637,600.0,875.90985,1000.0
2,2,0,-2,-2,-2,-2,-2,-2,0,380000.0,38.0,0.0,779.1896,1339.1382,1892.111,9230.191,9872.443,651.0073,2092.5422,3512.8035,5878.9014,3390.1262,5000.0
2,3,1,-1,-1,-1,-1,0,0,0,500000.0,42.513535,1092.573,2344.8376,2232.015,3606.5464,6062.988,3111.5134,1537.9877,2000.0,2000.0,706.88477,581.94684,6478.338
2,2,2,0,0,0,8,-2,-2,0,50000.0,34.0,766.30414,0.0,2491.6306,0.0,0.0,0.0,0.0,1911.9636,0.0,0.0,0.0,2500.0
2,2,1,0,0,0,0,0,0,0,80000.0,24.0,34227.0,43237.992,35127.91,23389.97,29124.158,29125.84,2112.4702,2000.0,1505.6049,1000.0,2000.0,1000.0
2,3,0,-1,0,0,0,0,0,1,180000.0,40.0,116796.336,95153.96,112024.734,91868.18,55759.547,70781.13,4701.175,5770.828,3000.0,3631.2913,4423.171,2397.973
2,2,2,0,0,0,0,0,0,1,70000.0,23.0,92902.734,74298.68,84184.68,71839.32,71734.34,79001.99,2044.8535,3000.0,2100.0,2500.0,2798.5745,2000.0
1,2,2,0,0,0,0,-1,0,1,110000.0,29.0,37667.117,27331.385,23157.83,17336.463,24380.795,27101.91,2100.0,1500.0,1205.8838,1979.9097,929.02057,1062.4243
2,3,2,0,0,0,0,0,0,0,90000.0,50.0,28481.457,24612.934,25200.592,19988.232,15104.535,10669.874,1500.0,1735.7109,898.8682,438.09763,0.0,390.0
2,1,1,0,0,0,0,0,0,0,298435.4,37.0,40812.965,27374.57,16253.816,15442.097,13138.033,13958.098,1600.0,1200.4198,1200.0,930.1367,2251.9158,1000.0
1,3,0,0,0,0,0,0,0,0,150000.0,35.0,23255.13,15817.36,7658.1396,11492.603,13783.288,16629.209,1703.8304,0.0,713.703,780.0,1000.0,1000.0
1,2,0,0,0,-1,-1,-1,-1,1,300000.0,32.0,23329.836,-54.8785,0.0,0.0,28973.467,29770.035,0.0,1281.1166,1752.2064,38262.21,6216.132,0.0
2,1,2,-1,-1,-1,-1,-2,-1,1,190000.0,35.0,5226.279,3961.0212,3911.5713,0.0,0.0,65189.633,5334.0034,5312.8403,1170.8367,0.0,135747.84,26186.643
2,2,1,-1,-1,-1,6,-1,-1,0,20000.0,58.033497,253.12509,844.92395,1257.5461,728.78864,1500.9042,0.0,1279.1941,1500.0,1975.2966,1753.3516,0.0,0.0
2,2,2,-2,-2,-2,-1,0,-1,0,93948.8,38.0,1216.8212,0.0,332.40588,609.7643,0.0,11978.914,0.0,396.0,1000.0,495.38364,14173.201,0.0
2,3,0,1,2,0,0,0,0,1,100000.0,27.0,100684.914,85946.83,88535.35,73656.62,77439.34,81983.805,0.0,4794.0566,3000.0,2000.0,2500.0,2300.0
2,1,2,0,0,0,0,0,-1,0,200000.0,26.0,68517.016,35678.86,21681.607,20518.277,10035.528,393.05634,1409.8818,1344.5055,1307.5497,1000.0,400.37375,3991.442
1,2,0,1,2,-1,-2,-1,-1,1,180000.0,44.0,4004.407,1813.0825,2486.1606,0.0,5873.2046,0.0,0.0,1684.822,0.0,1500.0,316.0,2000.0
1,2,0,-1,-1,-1,-1,0,-1,0,180000.0,38.0,5751.3306,2324.5398,11369.889,9409.303,6605.0137,8649.365,6309.181,25104.066,5000.0,7444.4365,8000.0,1903.8927
2,1,0,-1,4,-1,-1,-1,-1,1,160000.0,27.0,660.9056,0.0,954.13245,19.96988,640.9966,85.26957,0.0,2138.3203,0.0,0.0,714.2459,0.0
2,1,0,-2,-2,-2,-2,-2,-2,0,200000.0,38.0,2300.2444,1299.7605,777.97186,0.0,0.0,0.0,1800.0,1226.0913,0.0,0.0,0.0,1500.0
2,2,1,0,0,0,0,0,0,0,150000.0,40.0,48164.832,48254.926,47662.39,39952.0,37231.383,47906.184,2090.4734,2058.5305,3531.854,3500.0,2555.4666,2000.0
1,2,2,0,0,0,0,0,0,0,20000.0,30.0,14555.929,15983.757,16809.85,18688.684,20288.26,14924.699,1131.2859,1309.4153,1600.1847,1000.0,1239.6892,786.866
2,2,2,1,2,2,2,5,2,0,50000.0,36.0,19613.309,22258.455,26660.021,19981.207,19184.553,20766.674,1200.0,1097.4283,1000.0,380.88647,836.4877,780.0
1,3,2,2,2,0,0,0,0,0,50000.0,35.0,18310.143,18970.34,10002.755,7497.9946,9207.758,4249.926,0.0,1976.1323,1067.2139,600.0,941.5984,0.0
2,3,2,0,0,0,8,0,0,0,30000.0,27.0,39862.46,41967.684,36853.105,36770.906,34065.74,29847.67,2490.4895,3000.0,0.0,1038.4829,1948.8846,1500.0
1,4,1,0,0,0,0,0,0,1,50000.0,64.492134,70609.9,71152.9,52537.566,39677.1,41846.082,36786.44,4174.0117,2447.2595,2500.0,1752.8224,2246.3936,2613.246
1,4,2,1,-2,-2,-2,-1,2,1,70000.0,26.0,634.4011,0.0,0.0,0.0,1008.1105,390.0,0.0,0.0,0.0,551.26514,0.0,500.0
2,3,1,0,0,2,0,0,0,0,30000.0,56.0,14230.324,15247.36,8589.693,14395.865,12212.65,12583.505,3315.3408,0.0,545.3732,697.3952,558.0192,2500.0
1,1,2,0,-1,-1,-2,-2,-2,1,90000.0,25.0,1569.4808,3091.3855,0.0,0.0,0.0,0.0,2188.151,0.0,0.0,0.0,0.0,0.0
1,1,2,-1,-1,-1,-1,-1,-1,0,360000.0,41.0,780.0,0.0,348.52274,396.0,780.0,0.0,0.0,0.0,390.0,1366.9155,0.0,1000.0
1,2,2,0,0,0,2,0,0,0,220000.0,24.0,48836.74,61172.72,49079.973,45555.95,48994.285,60081.69,3000.0,5602.355,0.0,2001.561,4000.0,3000.0
1,1,2,0,0,0,0,0,0,0,30000.0,36.0,36027.336,53086.75,75251.086,1122.4442,16518.123,11256.911,20114.504,9089.63,0.0,10496.545,0.0,2228.6
2,2,2,1,2,0,0,2,0,1,180000.0,26.0,131956.98,133961.94,163759.16,153093.33,181866.08,168622.47,0.0,4500.0,8000.0,7931.6797,10000.0,2000.0
2,4,1,-1,-1,-1,-1,-2,8,0,120000.0,39.0,498.25522,1051.6085,740.19684,0.0,0.0,0.0,782.3646,1500.0,0.0,0.0,0.0,0.0
1,2,0,-1,-1,1,-1,-1,-1,0,360000.0,41.0,5711.3286,30423.576,21534.566,22086.475,7521.2285,34590.395,34080.777,10142.404,20321.834,5700.1084,61447.72,12360.371
2,2,0,0,0,0,0,0,0,0,100000.0,28.0,23298.502,22316.84,34189.992,43958.258,41179.812,32535.668,3000.0,6724.7925,17532.52,4094.662,4013.8125,1203.8312
2,2,2,3,-1,8,2,2,4,0,230000.0,41.0,3297.306,3231.703,2513.7546,2810.1309,2504.8352,2154.855,1766.785,0.0,1048.9117,1700.0511,0.0,3900.942
2,1,1,-1,-1,-1,-1,-1,-1,0,228021.66,37.0,26469.521,16960.01,49339.355,20154.662,19861.492,28861.54,9423.352,48428.93,10000.11,10140.301,28325.729,5000.0
1,1,2,0,0,0,0,0,0,0,70000.0,38.0,14066.472,21896.502,26319.123,27357.152,30046.486,29761.648,1374.1735,1500.0,1362.8627,967.3703,1052.3939,2388.3914
2,1,1,-2,-2,-2,-2,-2,8,0,280000.0,45.0,3381.1116,27346.066,1470.0231,5457.436,5105.422,316.0,38845.383,5500.0,6298.8413,3000.0,0.0,1806.0278
1,2,1,-1,-1,-1,0,0,0,1,130000.0,33.0,3577.4106,940.98663,851.7715,2433.7424,1645.9445,1487.5739,1575.6183,1500.0,1242.4044,534.70624,1440.8058,552.96484
1,1,2,1,4,2,2,5,2,1,103984.86,33.0,44934.965,36013.44,34281.305,42083.242,37760.703,46614.043,0.0,2000.0,2146.646,0.0,2520.4355,1000.0
1,1,1,-1,-1,-2,-2,-2,-2,0,430527.0,44.0,449.3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,-2,-2,1,-1,-1,-1,1,130000.0,30.0,1778.6221,1760.5851,2620.527,1873.3481,1456.283,5372.967,1551.9565,1500.0,3099.3062,2005.3016,5000.0,1322.5024
1,1,2,0,0,0,0,0,0,0,380000.0,45.0,107845.95,101954.52,88855.77,98557.875,93557.28,91599.17,4140.737,4000.0,5052.96,3594.867,4000.0,1500.0
2,1,0,-2,-2,-2,-2,-2,-2,0,500000.0,41.0,0.0,769.085,0.0,859.87915,0.0,0.0,1169.0021,0.0,351.3103,0.0,0.0,5846.6953
2,1,0,1,-2,-2,-2,-2,-2,0,90000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,-1,-1,-1,0,0,-1,0,230000.0,48.0,7507.7725,3795.9363,3619.1357,694.34534,13.720841,4106.4424,5568.1035,5000.0,0.0,0.0,4256.215,4000.0
2,2,2,0,0,0,0,0,0,1,10000.0,25.0,2389.8281,1243.2356,3058.7031,424.42444,648.77625,572.33887,1594.1616,1300.0,1600.1985,390.0,177.89268,772.1617
1,1,2,0,0,0,0,0,0,0,30000.0,36.173576,37649.605,46980.957,47794.3,30281.477,27573.268,32374.521,1985.4545,1998.3236,1438.5037,1196.2831,1228.091,1987.4784
1,1,1,-2,-2,-2,-2,-2,-2,0,380000.0,54.0,217.78409,625.2011,0.0,0.0,0.0,0.0,1237.6057,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,-1,-1,0,0,0,310000.0,45.0,2059.496,27798.217,8661.271,9661.589,21225.395,48872.18,17000.168,7488.182,13757.148,7000.0,20015.031,4693.5474
1,1,2,0,0,0,0,0,0,0,170000.0,35.0,136114.27,130398.62,135851.73,125854.4,82264.49,100222.914,6000.0,6408.4688,5000.0,4658.3477,7000.0,4780.5522
2,3,2,0,0,0,0,0,0,0,70000.0,33.0,44563.156,19380.543,67803.516,46361.09,66140.87,57123.344,0.0,48760.582,2000.0,102913.71,3499.892,3000.0
1,2,2,1,4,2,2,0,0,0,80000.0,32.0,28236.693,27743.842,35067.047,30153.393,23747.18,30118.14,0.0,4500.0,0.0,2000.0,6784.0303,2404.505
1,1,1,0,-1,-1,-2,-2,-2,0,280000.0,40.0,8754.349,1924.884,0.0,0.0,0.0,0.0,3523.3271,0.0,0.0,0.0,0.0,0.0
2,3,2,0,0,0,0,0,0,0,40000.0,26.0,35972.98,46058.734,37918.383,36196.117,31613.588,28950.514,3000.0,2265.0098,1803.4609,1500.0,1043.7,1320.5374
2,1,2,-1,-1,-1,-1,-1,-1,0,260000.0,33.0,893.36115,8407.478,16115.326,15239.32,17392.537,7343.117,10013.862,12910.952,8000.0,10000.0,9986.727,3323.444
2,2,1,-1,4,-1,-1,-1,0,0,200000.0,34.0,326.0,1006.74316,834.733,1535.0575,320.58722,0.0,0.0,0.0,3314.1736,0.0,0.0,1900.0
2,1,2,0,0,0,0,0,-1,0,200000.0,31.0,50581.14,52139.51,29028.018,14851.793,17215.596,1849.0092,6000.0,1649.6235,0.0,1000.0,705.08496,859.03467
2,2,1,-1,2,2,2,0,0,0,60000.0,27.0,56032.504,50833.49,61481.29,50068.977,51060.254,55782.586,0.0,6111.3306,0.0,3500.6846,5000.0,2785.521
2,2,1,1,2,0,0,0,0,1,180000.0,37.0,120301.5,117699.89,120977.336,120591.86,85272.48,80311.016,1207.5632,3744.6094,4446.455,4000.0,3504.5876,3000.475
2,3,2,-1,-1,8,2,0,0,1,20000.0,27.0,1271.7421,3361.0115,1677.8325,447.63077,7937.049,9501.94,2753.1572,0.0,0.0,4016.0537,1000.0,0.0
1,3,2,0,0,0,0,0,0,0,50000.0,35.0,50855.215,48850.99,62611.04,111105.4,17768.55,-23.984215,2000.0,6085.919,3874.5688,442.00848,0.0,0.0
1,2,0,1,-2,-2,-2,-2,-2,0,300000.0,58.001976,-12.163412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,-1,-1,0,0,0,0,0,80000.0,45.0,79891.27,91118.94,79223.3,57560.594,43905.812,43003.26,10243.267,2015.6553,2515.7876,1107.7803,3000.0,1270.5254
1,1,2,0,0,0,0,0,0,0,390000.0,30.0,32504.877,62862.535,86689.01,110996.46,104854.79,107547.19,9988.294,25143.082,19077.053,6000.0,10000.0,11138.95
2,1,2,-1,-1,-1,-1,-1,-1,0,230000.0,29.0,391.4979,892.1972,0.0,0.0,396.3934,0.0,1200.0,1397.2349,0.0,346.87592,0.0,357.50046
1,6,2,-1,4,-1,-1,-1,-2,0,20000.0,41.0,4129.1094,316.0,479.58755,390.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
2,2,2,0,0,2,0,0,0,0,70000.0,38.832035,40694.695,35509.39,39437.84,36025.7,49690.44,59359.59,3916.9119,0.0,29778.332,3494.6426,20000.0,1200.0
1,4,2,-1,0,1,-2,-1,4,1,20000.0,25.0,8175.1025,86.21893,0.0,0.0,1586.2408,1769.4171,0.0,0.0,0.0,2000.0,0.0,0.0
2,2,1,0,0,0,0,0,0,0,200000.0,54.0,172247.19,194852.6,164394.31,135116.72,135034.72,127084.27,10000.0,5143.364,6000.0,4409.838,5000.0,3090.5852
1,1,1,-1,-1,-2,-1,-1,-2,0,380000.0,53.48201,780.0,0.0,0.0,3263.913,390.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0
1,2,1,-1,-1,-1,-1,-1,-1,0,330000.0,45.0,5768.492,3485.9846,26841.121,18416.174,9324.989,10116.812,4262.465,39643.76,13282.147,5000.0,7838.6265,2599.986
2,2,2,0,0,0,0,0,0,0,50000.0,41.0,49971.14,49528.156,29581.648,12467.061,18369.217,17138.92,2000.0,1500.975,316.0,484.18842,1001.68726,0.0
1,1,1,-1,0,0,0,0,0,0,370000.0,46.0,105352.72,99635.945,122266.94,105210.125,84818.13,69644.73,3252.6987,4002.5647,4500.0,3000.0,2008.0477,1771.9365
1,2,1,2,2,8,0,-1,0,1,50000.0,29.0,15145.185,18461.617,18866.225,16914.996,13869.906,18942.205,2334.4556,0.0,0.0,0.0,1013.48663,1600.0
2,1,2,-2,-2,-1,-2,-2,8,0,50000.0,29.0,1117.5679,32960.062,0.0,3300.334,1933.5992,362.41608,22802.379,0.0,1765.0328,2296.0334,612.10986,0.0
2,1,1,1,-2,-2,-2,-2,-2,0,320000.0,45.0,772.7374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.9948,0.0,0.0
2,1,1,0,0,0,0,0,0,0,290000.0,33.0,148760.4,117915.29,126560.555,122227.08,111551.84,88196.49,5000.0,4000.0,3407.2693,2900.4038,3000.0,2985.7864
2,2,2,0,0,0,-1,-1,-1,0,220000.0,30.0,33205.08,24027.678,12605.936,6996.487,361.5064,0.0,4175.291,1117.331,2000.0,853.5192,376.93372,5143.3726
1,2,1,0,0,0,0,0,0,0,80000.0,45.0,50216.754,49429.875,51402.95,54730.438,63660.89,56875.984,2196.371,3000.0,2500.0,2000.0,2030.513,2917.168
2,1,2,0,0,0,0,-1,-1,0,240000.0,25.0,95106.51,49286.184,36601.05,45755.098,9016.02,28921.414,3763.9214,6004.405,2458.0723,29065.78,44460.906,0.0
2,2,1,-2,-1,-1,-1,-1,-1,0,250000.0,39.0,16435.389,20219.135,19083.836,39815.918,3986.6584,17475.71,13048.522,28698.947,44501.586,3862.1257,14862.421,2000.0
2,1,0,-1,-1,0,-1,0,2,0,264050.22,33.0,1094.6381,20821.195,45689.81,154993.61,101284.59,106352.49,22895.766,46890.32,496324.56,20007.387,0.0,45398.52
2,2,2,0,0,0,0,0,0,0,110000.0,30.0,9982.602,12719.986,14983.173,24158.07,28081.078,25694.486,1329.7314,3574.2363,11419.963,5485.211,1500.0,3000.0
1,2,2,0,0,2,0,0,0,0,90000.0,34.0,13950.915,12825.07,14381.137,18262.896,19499.502,26505.309,3104.1057,0.0,797.6906,1379.6051,2000.0,1500.0
2,2,2,-2,-2,0,-1,0,0,0,280000.0,34.0,1681.2745,2668.7664,8318.9795,45413.473,38689.195,1900.8059,5015.5923,9661.002,58694.215,600.0,0.0,0.0
2,1,1,0,-1,-1,-1,-1,-1,0,498732.22,62.651104,11237.688,30565.75,8444.757,0.0,15609.143,0.0,15980.634,4044.6318,0.0,8000.0,0.0,996.31586
2,1,0,0,0,0,0,0,-1,0,50000.0,28.0,24404.38,28970.084,25746.623,2904.803,8471.558,6798.579,2165.3713,1260.0089,0.0,390.0,3300.0,0.0
1,1,1,0,0,0,0,0,0,0,200000.0,35.0,217208.27,189465.97,195686.6,148223.61,152427.22,131677.73,7393.1,5936.63,5209.192,4482.766,5059.6133,8000.0
1,1,2,0,0,0,0,0,0,0,30000.0,29.0,13692.95,14433.743,13462.689,18970.066,21554.127,25586.494,1239.7855,1000.0,5922.547,1016.59814,2000.0,3130.5771
2,4,0,0,0,0,0,0,0,0,20000.0,46.0,21597.113,17302.443,12954.915,18293.643,19468.201,20227.936,1054.6877,1265.9563,1200.0,1000.0,1000.0,0.0
2,1,1,1,2,0,2,0,0,0,110000.0,31.0,66870.29,57893.297,63128.887,87333.63,69086.66,43291.71,0.0,10000.0,4817.8687,2473.383,3138.8613,6094.494
2,1,2,0,0,0,0,0,0,0,230000.0,39.0,32518.434,37083.32,22391.77,24983.615,27445.879,44700.586,2007.3494,2000.0,1328.7734,1548.9299,3000.0,2000.0
1,2,2,0,0,0,-1,0,0,0,433439.6,38.82416,30141.697,28291.701,35859.105,19715.887,37873.812,37043.734,6866.7246,7347.682,7000.0,6000.0,8784.645,2398.589
2,2,2,-1,-1,2,-1,-1,-1,0,300000.0,29.0,0.0,780.0,359.3255,0.0,1095.2607,0.0,1324.4606,0.0,149.80579,4000.0,0.0,4000.0
1,2,1,-1,-1,0,-1,-1,-1,0,80000.0,40.0,5512.71,794.5641,0.0,751.36554,1434.2031,19517.023,1308.8201,0.0,1500.0,1449.9812,13974.823,3200.0
1,2,0,0,0,0,0,0,0,0,40000.0,36.0,17957.215,14051.716,9728.455,8673.159,10698.799,11138.315,1500.0,1396.9,2019.7925,1500.0,2740.9053,2396.8447
1,1,2,0,0,0,0,0,0,1,120000.0,50.0,33631.61,39543.758,24775.824,21379.947,16546.305,10228.965,1776.4373,1223.8331,599.4806,426.43213,590.2847,325.6804
1,2,1,0,0,0,0,0,0,0,140000.0,36.0,30540.365,26730.865,32747.172,29750.084,40170.426,29152.252,2000.0,3377.8762,1621.4229,1000.0,1701.1622,900.0
2,2,2,0,0,0,0,-1,0,0,230000.0,28.0,110713.44,150940.39,81728.96,1584.7867,67066.29,24598.646,57303.61,3000.0,0.0,111867.66,2600.0,7000.0
1,1,2,0,0,0,0,0,0,0,90000.0,23.0,81758.75,77624.84,54949.812,57281.65,75117.55,78949.25,4000.0,1894.7014,3300.2703,5935.722,4179.2666,2768.9546
2,2,2,0,-1,-1,-1,-1,-1,0,30000.0,28.0,19867.81,2206.7546,1639.4604,0.0,4589.941,0.0,5088.786,780.0,0.0,8000.0,0.0,1894.5902
2,2,2,-1,-1,-1,-1,0,0,0,160000.0,35.0,611.42505,2741.1155,2946.0996,1273.371,1279.3063,1393.2009,2575.0376,3000.0,866.1253,300.0,0.0,0.0
1,2,2,0,0,-1,2,2,-1,0,50000.0,27.0,66816.3,49889.8,40158.22,30438.209,28923.848,23011.164,2000.0,12000.0,0.0,4000.0,4816.2485,2200.0
2,2,2,0,0,0,0,0,0,0,30000.0,46.0,24536.89,27745.941,30816.418,26874.86,23088.396,25305.309,1504.4141,1830.3918,1600.0,1000.0,311.6443,1058.4164
1,4,1,-1,-1,-1,-1,-1,-1,0,440000.0,51.0,1108.1543,2569.267,2575.1274,390.0,170.12663,531.3384,1600.0,1719.0021,0.0,409.79852,602.01135,1000.0
2,1,2,0,0,0,0,0,2,0,50000.0,22.0,46442.875,28637.002,27180.342,20254.877,21310.338,27372.691,1838.6969,1240.9795,1200.0,2000.0,0.0,0.0
2,1,2,-2,-2,-2,-2,-2,4,0,200000.0,27.0,0.0,0.0,199.21118,0.0,0.0,9281.329,0.0,146.30475,500.0,0.0,8778.05,503.65494
2,1,2,1,-2,-2,-2,-2,-2,0,420000.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,1,-1,0,8,0,100000.0,44.0,0.0,0.0,0.0,628.8298,0.0,144.75429,0.0,0.0,46.816364,0.0,0.0,0.0
2,1,2,-2,3,-2,-2,-2,0,0,50000.0,27.0,1001.9146,497.58566,390.0,2095.2656,317.0038,2071.0488,0.0,0.0,1077.2023,0.0,1000.0,1200.0
2,1,0,0,0,0,0,0,0,0,130000.0,29.0,81705.2,84347.12,71664.82,71267.625,74773.53,63604.96,2763.4775,2385.904,2000.0,1900.0,2000.0,1113.5718
