SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
2,2,1,0,0,0,-1,0,0,0,150000.0,31.0,105994.26,138869.92,73280.41,29172.367,30018.592,78020.445,5000.0,4000.0,162127.75,0.0,14057.752,6000.0
1,1,2,-1,-1,-1,-1,-1,-1,0,300000.0,28.0,2460.4458,392.36008,7629.642,2308.98,1324.928,390.0,780.0,6503.206,3298.2676,1604.7286,415.1577,0.0
2,1,2,2,0,0,0,2,2,1,380000.0,29.0,258530.1,264801.47,281917.1,307759.97,302766.06,260589.61,10302.199,20005.117,48550.406,15002.523,924.59344,5043.635
2,2,2,2,2,2,2,2,2,0,50000.0,29.0,7726.15,8625.068,6787.382,6252.113,5901.8257,4728.0317,3000.0,0.0,0.0,0.0,0.0,0.0
1,2,2,1,2,2,0,0,0,0,118358.766,33.0,137786.14,140733.42,130572.67,124327.92,128823.55,126506.266,3311.1443,3096.3735,4345.476,5000.0,4377.632,11355.183
2,2,1,0,0,0,0,0,0,0,360000.0,43.0,28268.219,41541.723,48692.81,77489.52,66573.984,66785.7,34337.5,19915.113,16015.644,4000.0,7512.5483,7497.4517
2,3,1,0,0,0,0,0,0,0,80000.0,41.0,45175.7,40283.344,47551.707,49275.176,47291.727,48590.84,2000.0,2000.0,1843.8252,2000.0,1500.0,2000.0
1,2,1,1,2,0,0,0,0,0,60000.0,50.0,71806.33,60158.75,59706.203,66526.984,54057.246,41310.465,0.0,2500.0,2502.93,3000.0,2000.0,6030.074
1,1,2,1,-1,-1,-1,-1,-2,0,280000.0,38.0,-155.35118,0.0,0.0,1887.707,0.0,0.0,0.0,0.0,3523.2058,0.0,0.0,0.0
1,1,2,-1,-1,-1,0,-1,-1,0,100000.0,33.0,7990.43,6108.509,11820.324,12066.089,4763.4854,8219.696,6962.196,10028.123,0.0,3000.0,5016.8696,13033.608
1,2,1,1,-2,-1,-1,-1,-2,1,200000.0,37.0,0.0,0.0,1053.6737,967.8032,0.0,0.0,0.0,547.08484,891.0026,0.0,0.0,0.0
1,2,2,0,0,0,-1,0,0,1,180000.0,33.0,58508.277,77706.2,77337.39,57948.32,59381.875,82017.234,9346.712,3000.0,21761.92,0.0,24696.47,0.0
2,1,1,0,-1,-1,-1,-1,-1,0,20000.0,36.0,14821.97,9335.46,1800.2479,529.2356,1.3027694,390.0,8148.7324,2570.1091,1000.91003,0.0,382.09256,103.46024
2,2,1,0,0,0,0,0,0,0,290000.0,32.0,297559.9,285182.56,262580.06,256545.73,204643.16,192180.56,11301.031,10961.807,6619.609,6666.358,9430.59,15602.339
2,3,2,-2,-2,-2,-2,-2,-2,0,170000.0,23.0,1379.6738,0.0,0.0,0.0,0.0,809.7048,0.0,0.0,0.0,449.77075,2000.0,2000.0
2,2,1,-1,-1,0,0,-1,-1,0,180000.0,46.0,619.0161,5856.1514,390.0,10829.507,16720.967,9376.487,7974.904,3000.0,12556.962,10059.056,7000.0,3500.0
1,2,2,0,0,0,0,0,0,0,90000.0,36.0,36379.72,30796.93,34687.41,27674.867,28176.848,25720.97,2012.4945,2000.0,1329.9089,1000.0,1072.3204,1723.4227
1,1,2,0,0,2,0,0,0,0,140000.0,31.0,72045.18,100246.42,98589.65,83251.09,100056.266,71021.414,25922.33,0.0,5746.49,9005.681,5000.0,3221.8281
2,1,2,-1,-1,-2,-2,-2,-2,0,300000.0,27.0,2165.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,-1,-1,-1,-2,-2,-2,0,30000.0,23.0,2916.236,1650.5599,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0,0,0,0,0,0,0,320000.0,31.0,187710.48,150467.4,124848.234,123149.61,92857.44,92194.61,9572.878,7001.2363,2531.7256,3993.0923,2582.5813,3706.9846
2,3,1,0,0,5,0,0,0,0,240000.0,25.0,127032.234,64957.535,70408.49,76888.164,76291.8,60641.402,2093.6406,10008.946,3000.0,3167.849,3617.7266,3000.0
1,3,2,2,2,2,0,0,0,1,20000.0,32.0,21833.74,27293.557,25943.709,24835.32,27107.205,25926.816,2984.7478,1500.0,1500.0,1003.5317,1093.7057,363.07394
1,2,2,0,0,2,2,2,2,1,30000.0,27.0,7991.8677,10924.633,11868.327,9842.28,13428.334,9757.511,1800.0,404.67505,0.0,748.0426,0.0,740.42676
2,2,1,0,0,0,0,0,0,0,80000.0,38.0,38376.754,37930.477,29418.014,26844.33,19183.287,19974.877,4999.3486,2000.0,1469.9542,1000.0,1089.2887,3000.0
2,2,2,2,3,2,2,2,2,0,80000.0,36.0,17956.936,25874.393,29363.822,40796.36,43630.766,42161.39,1500.0,6250.3887,2466.1091,1500.0,3392.621,1959.074
1,2,2,1,-2,-2,-2,-2,-1,1,170000.0,28.0,0.0,0.0,0.0,0.0,0.0,7387.792,0.0,0.0,0.0,0.0,6000.0,0.0
2,3,1,0,0,0,0,0,0,0,30000.0,32.0,17204.783,19379.238,19315.686,17149.336,12256.045,14265.475,1300.0,1360.9736,336.90677,338.86795,1000.0,977.27344
1,1,2,1,-2,-2,-2,-2,-2,0,260000.0,31.0,-124.40489,-85.97575,-4.151745,-80.87972,-18.72913,-13.385163,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,-1,2,2,-2,-2,-2,0,170000.0,32.0,1076.3318,868.6213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,1,0,0,0,0,0,0,0,50000.0,45.0,32116.818,42435.48,33352.742,30315.205,22896.35,23184.28,2023.0824,1180.8202,1122.8276,1000.0,741.77313,0.0
1,1,2,0,0,2,0,0,0,0,50000.0,35.0,23239.58,31184.998,33258.26,37510.418,30443.963,39412.02,10000.0,0.0,5000.0,1304.8444,3000.0,1200.0
2,1,1,-1,0,0,0,0,0,0,360000.0,43.0,2408.9426,5363.5947,8715.94,10863.115,20966.31,48062.777,1575.1118,1500.0,5000.0,8520.0,28754.287,3968.3064
1,3,1,-1,-1,-1,-2,-1,-1,0,360000.0,46.0,14083.911,5005.8228,1668.5902,433.61084,390.0,7446.471,5061.936,3221.3503,2701.6218,1061.2948,5189.9326,9236.539
2,2,2,0,0,0,0,0,0,0,40000.0,49.0,22565.703,30242.277,28186.408,25772.643,22418.22,25475.107,3107.6292,1677.3024,1600.0,894.87494,1000.0,1046.221
1,2,2,0,0,0,0,0,2,0,30000.0,41.0,16802.312,18671.668,27109.688,28583.633,26465.797,27337.502,2012.8704,1989.5787,2000.0,2047.0815,0.0,1499.072
1,3,2,0,0,0,0,0,0,0,180000.0,34.0,4998.2407,13905.196,11314.644,13143.482,19847.441,19844.893,10000.0,3000.0,6136.257,51665.836,12130.02,1500.0
2,2,1,-2,-2,-2,-1,-1,-1,1,480000.0,39.711636,-89.926125,0.0,0.0,681.34485,376.76627,615.53577,0.0,0.0,1008.677,700.0,1322.2103,149.26251
2,1,2,-2,-2,-2,-2,-2,-2,0,270000.0,27.0,12522.64,316.0,0.0,0.0,0.0,0.0,3673.8105,0.0,0.0,0.0,0.0,0.0
2,1,2,0,0,0,0,0,0,0,280000.0,26.0,251819.47,254997.64,243337.55,233666.73,210358.47,201571.42,10097.574,14843.851,8417.657,6816.539,8346.863,4870.9
2,2,1,-2,-2,-2,-2,-2,-2,0,50000.0,53.0,0.0,3995.9075,14277.528,13581.812,2698.489,4695.3223,5307.6226,10531.136,18782.05,3000.0,8000.0,9950.114
1,2,1,0,0,0,0,0,0,1,100000.0,38.0,52894.08,45574.523,40217.69,30817.764,37182.176,44122.63,2407.3938,4594.1904,1503.9994,1977.5863,3100.7664,2755.7698
2,2,2,4,3,2,0,0,0,1,140000.0,26.0,96066.39,71785.695,74928.875,65404.883,54979.195,39126.27,0.0,0.0,3000.0,0.0,2500.0,2798.9214
2,2,2,-2,-2,-2,-2,-2,-2,0,390000.0,38.0,390.0,593.72345,396.0,777.7022,644.8452,2499.0945,1508.4592,0.0,1000.0,1000.0,2191.776,1000.0
2,3,1,-2,-2,-2,-2,-2,-2,1,300000.0,40.0,352.1871,2818.8274,3513.8767,2867.0244,2406.69,4822.7056,5316.699,4054.7742,4978.1313,2101.3474,3520.6772,3000.0
2,1,2,2,2,0,0,0,0,1,50000.0,24.0,20334.34,20308.744,21189.172,19402.564,22266.64,25133.428,0.0,1514.6135,1614.2854,2100.2856,1876.5492,0.0
2,2,1,-1,-1,-1,-1,-1,-1,0,410000.0,44.0,26043.326,15888.461,26086.658,22961.355,28316.012,72214.42,24608.465,20000.912,23614.535,40129.56,85906.63,11334.264
2,1,3,0,0,0,0,0,0,0,240000.0,43.0,196045.5,205588.12,220668.19,217473.23,219130.17,222896.42,10000.0,12518.638,8348.714,9983.366,10000.0,11962.716
1,1,2,0,0,0,0,0,0,0,100000.0,30.0,51299.918,48575.08,28342.672,22382.742,12365.774,9996.621,1818.6768,1500.0,1000.0,493.853,1000.0,418.3205
2,1,2,-1,0,0,-2,-2,-2,1,300000.0,28.0,2236.787,1617.9579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
2,1,1,0,0,0,-1,0,0,0,260000.0,28.0,43697.137,55670.887,18329.842,39868.203,46158.316,42424.98,14954.994,2000.0,24756.086,5000.0,2000.0,1000.0
1,3,1,5,-1,-1,-1,-1,-1,0,130000.0,47.0,649.5341,544.4974,1005.0751,0.0,930.4392,941.32764,1000.0,394.3474,0.0,1072.3912,1000.0,1200.5812
1,1,2,0,0,0,0,0,0,0,160000.0,29.0,171898.94,143775.84,124960.07,72146.86,45203.477,41467.87,5000.0,5000.0,2800.0,3000.0,2534.8457,3299.3538
1,2,2,0,0,0,0,0,0,0,250000.0,30.0,193073.86,225575.12,219876.77,243897.25,209102.4,209207.23,10571.888,18643.76,11254.829,9926.796,7706.3945,8235.66
1,2,2,0,0,0,0,0,0,0,110000.0,24.0,77303.38,85509.68,80015.625,90046.266,70959.43,78454.83,3500.0,3011.1697,4511.3403,3500.0,3500.0,2684.1987
1,1,1,0,0,0,0,0,0,0,30000.0,43.0,30717.64,31544.383,28387.766,18672.797,18501.75,19954.678,2000.0,2000.0,1000.0,1023.85175,1053.4075,2000.0
2,1,2,0,0,0,0,0,0,0,90000.0,27.0,77867.555,63447.465,63654.57,48075.785,47917.977,38377.957,5000.0,2312.2117,1524.7793,5811.678,3000.0,3000.0
2,1,2,-1,-1,2,-2,-2,-2,0,80000.0,23.0,0.0,390.0,0.0,0.0,0.0,0.0,3.1095426,0.0,0.0,0.0,0.0,0.0
1,1,1,-1,-1,-1,-1,-1,-1,0,60000.0,40.0,260.66782,390.0,780.0,629.0771,472.32562,0.0,88.496315,659.5358,479.07074,390.0,0.0,230.27908
1,1,2,-2,-2,-2,-2,-2,-2,0,466513.3,31.0,7356.4575,4426.977,37038.277,117395.2,104709.984,78027.52,5500.0,25254.416,116077.266,60581.56,97211.65,40985.848
1,1,1,0,0,2,2,0,0,0,20000.0,23.0,21204.934,20601.78,14616.799,11066.119,11949.796,3908.7856,2017.8665,729.2295,1040.5323,0.0,7.670538,364.05618
1,1,2,1,0,-1,-1,-1,-1,0,310000.0,29.0,2306.9236,1139.0796,1134.2998,294.21262,1616.0056,396.0,68.18866,1200.0,0.0,1500.0,156.46779,0.0
1,2,1,0,0,0,0,0,0,0,100000.0,54.0,115492.63,116330.67,100293.086,84704.15,61405.133,77903.914,5000.0,6000.0,4417.844,2500.0,3000.0,2391.1335
2,3,2,-1,-1,-1,0,-1,-1,1,230000.0,29.0,562.7648,675.4925,7989.7847,1053.9578,3744.4824,3236.9229,1264.4624,8073.3506,0.0,2627.19,2979.582,598.5259
2,1,1,-2,-2,-2,-2,-2,-2,0,200000.0,47.0,2114.848,2324.6091,1145.6586,1144.8252,1378.6858,26532.602,1947.9493,1612.0721,1301.7433,2413.4507,45216.727,3000.0
2,1,2,-1,-1,-1,0,0,0,1,120000.0,25.0,10333.675,7410.561,9358.645,27040.38,22353.54,15876.524,7000.5107,9771.892,32598.639,2000.0,574.26135,1500.0
1,2,1,0,0,0,0,0,0,0,250000.0,42.0,181491.5,111548.07,82170.21,94602.664,37462.72,37889.195,4346.829,3000.3547,11912.128,4594.8394,2000.0,2028.4025
2,2,1,-1,-1,-1,-1,-1,-1,0,130000.0,43.0,10974.285,16221.775,31024.168,7908.0015,19579.787,27879.08,10000.0,45828.113,6000.177,20488.176,41487.45,5000.0
1,2,1,-1,-1,-1,-1,-1,0,1,50000.0,53.0,1989.0526,2171.5488,3103.0312,5048.504,7367.3125,4620.3696,2000.0,2301.8184,4000.0,4000.0,0.0,2000.0
1,2,1,2,2,0,0,0,0,0,50000.0,27.0,30570.629,29910.473,26933.03,25119.57,24704.34,25925.19,0.0,1531.1432,445.76382,1000.0,2000.0,0.0
1,1,2,0,0,0,0,0,0,0,120000.0,41.0,47885.938,25282.291,20951.793,22075.525,19599.902,7700.694,5305.2666,1600.0,2000.0,10201.272,0.0,4606.828
1,2,2,0,0,-1,0,0,-2,0,70000.0,28.0,2782.7495,313.51868,1858.4563,380.0367,0.0,0.0,0.0,3141.9817,0.0,0.0,0.0,0.0
2,2,2,-1,-1,0,0,0,-2,1,70000.0,27.0,4004.7505,16186.645,18978.613,3361.372,316.0,0.0,5321.4023,4408.89,0.0,0.0,0.0,0.0
2,2,1,2,2,2,2,2,2,1,110000.0,28.0,73921.52,69560.945,63093.867,71378.21,72277.71,64262.004,4133.4243,2500.0,3000.9666,2000.0,0.0,3504.5234
2,2,2,-2,-2,-2,-2,-2,-2,0,360000.0,33.0,0.0,0.0,1667.3488,0.0,0.0,0.0,0.0,2553.1926,0.0,0.0,0.0,0.0
1,2,2,0,0,0,0,0,0,0,150000.0,30.0,38930.465,38167.918,32938.14,26067.285,31361.475,30034.02,2079.4238,1900.0,1000.0,2382.3584,2000.0,1120.6781
2,3,2,2,2,2,2,2,2,1,40000.0,37.0,38412.215,42946.723,42755.344,44246.758,42025.055,38594.926,1500.0,1976.8351,1141.979,1397.395,0.0,0.0
1,2,2,0,0,0,0,0,0,0,260000.0,36.0,47852.973,30755.29,29257.443,17794.697,11194.764,7643.5938,2000.0,2000.0,1331.1101,978.61584,1000.0,500.0
2,2,2,0,0,0,0,0,0,0,20000.0,50.0,11714.425,13875.288,13296.247,14382.452,10436.28,14200.072,1312.4059,1499.1665,1277.5125,1000.0,2000.0,1382.4192
1,2,1,0,0,0,0,0,0,0,300000.0,42.0,161654.56,148362.31,113725.1,112787.555,120788.484,111034.25,5922.9487,6464.891,5759.854,4804.5366,5000.0,8640.133
2,2,1,0,0,0,0,0,0,0,60000.0,42.0,59222.324,59687.883,55096.973,61332.91,45609.48,32587.297,3500.0,2400.0,1500.0,1732.1915,1500.0,2000.0
2,3,1,-1,-1,2,-1,-1,-1,0,140000.0,67.50019,11087.314,3432.0146,2297.3425,4344.608,4613.787,1842.0653,1300.0,0.0,3129.8796,2398.462,1000.0,1032.0397
2,1,2,0,0,0,0,0,0,0,50000.0,32.0,35140.656,32888.293,35856.68,41727.934,38075.582,41058.785,2636.452,6000.0,4001.5186,2000.8219,5493.5264,19762.857
2,1,1,-2,-2,-2,-2,-1,-1,0,200000.0,49.0,3033.1313,2500.0,0.0,0.0,10692.649,5695.7124,3218.9648,0.0,0.0,6008.585,2198.2883,1500.0
2,3,2,0,0,0,0,0,0,0,50000.0,29.0,45937.33,42451.613,38553.234,34486.215,49197.383,46279.168,1674.9661,2000.0,1318.9934,2500.0,7226.5713,0.0
1,2,1,0,0,0,0,0,0,0,522364.88,44.0,5001.7295,4627.173,5954.8735,3366.591,2393.1907,4947.1816,1010.64856,2185.5256,1000.0,431.1992,650.5631,1080.7798
2,2,2,0,0,0,0,0,0,0,80000.0,27.186436,27218.357,26964.465,23261.04,23825.363,28454.451,21360.574,1919.9048,1800.0,1718.8641,1000.0,0.0,3956.6653
2,3,2,-1,0,8,-2,-2,-1,0,30000.0,32.0,1653.9316,2177.576,0.0,0.0,0.0,554.3657,1495.9717,0.0,0.0,0.0,791.1712,5000.0
1,2,2,0,0,0,0,0,0,0,80000.0,24.0,50915.523,58676.1,61542.016,90826.016,87166.5,84181.47,7000.0,4036.4446,8477.49,4510.858,4600.0,9025.532
2,3,1,2,2,2,2,2,2,1,120000.0,43.0,97073.07,99164.17,103181.05,94761.84,101218.62,95297.14,4000.0,5591.5083,0.0,5000.0,0.0,4000.0
1,2,1,0,0,0,0,0,0,0,110000.0,50.0,105682.7,102037.33,90318.516,81530.945,75765.55,79803.59,3409.7307,3868.342,2354.929,3000.0,3000.0,3985.303
2,1,2,1,-2,-2,-2,-2,-2,0,170000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0
2,1,2,-1,-1,-1,-1,-1,-1,0,200000.0,37.0,17931.643,49852.668,24455.564,19457.236,4839.233,4177.4077,97519.41,19684.646,23774.057,6980.2734,5616.4473,16625.01
1,2,1,0,0,0,0,0,0,0,80000.0,45.0,148929.33,141869.92,116869.37,95344.23,84519.78,105510.72,5884.1816,6009.768,4849.199,7000.0,7453.587,13794.055
1,1,2,2,2,2,2,2,2,1,50000.0,24.0,45591.586,47188.723,46515.082,48712.68,49413.996,48965.117,2370.3328,2400.0,2000.0,2000.0,1000.0,1572.701
2,2,1,-1,-1,-1,-1,-1,-1,0,260000.0,41.0,2947.1477,4654.857,1112.4977,1199.6378,2743.2703,2515.1396,4199.322,1619.7218,1000.0,3000.0,2000.0,1275.5643
1,1,2,1,2,-1,-2,-2,-2,1,180000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,0,0,-2,-2,-1,2,1,260000.0,39.0,8240.017,0.0,0.0,0.0,2595.4001,1003.86835,0.0,0.0,0.0,2000.0,0.0,1511.2009
1,2,1,-2,-2,-2,-2,-2,-2,0,345483.1,36.0,57370.43,2300.0796,-0.42145473,31057.906,35.44556,0.0,6772.195,0.0,21084.492,2000.0,0.0,0.0
2,1,1,1,-1,-1,2,0,0,0,360000.0,30.0,0.0,17914.916,6606.7295,5424.1313,4487.23,1074.1952,21315.723,2000.0,0.0,0.0,0.0,0.0
2,1,2,1,-2,-2,-2,-2,-2,1,70000.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.4097
1,2,2,-1,-1,0,-1,0,-1,0,230000.0,34.0,539.99835,780.0,1074.3158,959.316,625.3555,3002.533,1242.7806,1027.0859,1317.9236,0.0,2721.835,0.0
2,2,1,0,0,0,0,0,0,0,30000.0,24.0,19992.871,22683.451,27720.84,26625.504,28220.78,29592.701,1500.0,1660.8562,1076.6266,1900.0,2000.0,0.0
2,1,2,-2,-2,-2,-2,-2,-2,0,50000.0,27.0,1452.4629,196.63866,479.92014,1613.1204,1392.3478,1493.9227,0.0,438.19992,1428.2548,1153.2244,1593.0159,1600.0
2,1,2,0,0,0,0,0,0,0,210000.0,24.0,19184.14,22476.777,20997.271,25410.031,31546.271,27607.656,3400.0,1331.6204,2000.0,9314.967,3721.8928,2000.0
2,2,2,2,2,2,2,2,2,0,50000.0,27.0,34600.03,31255.877,31980.055,29257.383,28363.387,29944.062,2577.483,1300.0,2597.6147,0.0,2271.79,1500.0
1,3,1,0,0,0,0,0,0,0,20000.0,49.0,33546.086,28568.174,29460.973,26654.766,20500.074,26228.65,1896.534,1601.2374,2000.0,862.6198,1218.9015,0.0
1,3,1,0,0,0,0,0,0,0,80000.0,33.0,50587.816,49130.59,65625.24,35890.543,28282.055,29608.559,3000.0,6972.2485,2796.3362,2005.8756,1500.0,2312.506
2,1,2,0,0,0,-1,-1,0,0,320000.0,28.0,13726.897,13314.006,13659.422,19583.773,97093.97,0.0,5091.885,7717.155,8158.882,94487.84,0.0,1584.6036
2,1,2,-2,-2,-2,-2,-2,-2,0,130000.0,39.0,0.0,0.0,4730.5317,556.4951,780.0,958.6296,0.0,1753.9326,795.354,1648.2594,1202.4686,400.08954
2,1,1,-1,-1,-1,-1,-1,0,0,200000.0,42.0,2999.9282,940.99963,6373.6313,1015.71674,1793.8031,2432.748,1998.5554,7000.0,1000.0,1218.1182,1404.6981,1352.3811
2,3,2,0,0,0,0,0,0,0,70053.12,33.0,70441.586,78622.4,78114.07,74041.59,86395.695,92459.74,2976.141,4154.6377,3324.6138,0.0,5881.246,7822.907
1,2,1,2,0,0,0,0,2,1,50000.0,27.0,38655.24,38469.363,40383.863,31372.791,37979.332,29854.666,2000.0,2000.0,2000.0,2000.0,0.0,1000.0
2,2,2,1,2,2,2,2,2,1,40000.0,30.0,23577.096,22348.76,25651.559,26914.523,21262.79,19311.69,0.0,2500.0,0.0,2000.0,0.0,0.0
2,2,2,0,0,0,0,0,0,0,260000.0,28.0,17607.695,26204.014,22312.514,20375.781,23212.098,28679.998,2016.5684,1500.0,1000.0,776.28253,2500.0,4000.0
1,1,2,-1,-1,-1,-1,-1,-1,0,360000.0,29.0,2388.202,1697.5896,0.0,4551.3936,2130.705,3857.2056,2000.0,0.0,4000.0,2000.0,4000.0,1500.0
1,2,1,0,0,0,0,0,0,0,160000.0,55.0,58369.547,71189.195,67272.26,57505.16,55171.99,62956.562,5000.0,3015.9834,2166.082,2507.4253,2000.0,5069.016
2,1,1,1,2,0,0,2,0,1,50000.0,37.0,20155.168,16471.453,16699.125,17943.152,12321.653,11556.736,0.0,2000.0,2500.0,0.0,1097.7413,1535.6766
2,3,1,1,-2,-1,-1,-1,-1,0,190000.0,49.0,0.0,0.0,979.522,0.0,2094.2688,0.0,0.0,1125.5269,0.0,1494.6548,0.0,1000.0
2,1,2,1,2,-1,2,-1,0,1,380000.0,31.0,10159.667,4763.9907,2769.2788,2059.8894,23331.203,21797.076,0.0,2000.0,0.0,19890.037,0.0,3984.8723
2,1,1,-2,-2,-2,-2,-2,-2,0,320714.1,53.0,0.0,0.0,3382.935,2446.5146,0.0,7655.18,0.0,3894.9446,2282.7173,0.0,3000.0,300.1178
2,1,2,-1,-1,-1,-1,-1,-1,0,180000.0,29.0,0.0,0.0,390.0,995.1523,150.0,2699.9556,0.0,0.0,1230.6067,300.63345,2600.0,4500.0
2,1,2,0,0,0,-2,-1,2,0,80000.0,28.0,7128.8857,6008.4077,0.0,-1438.6117,0.0,0.0,2000.0,0.0,0.0,2418.3586,0.0,2000.0
1,2,2,0,0,0,0,0,0,0,140000.0,33.0,39200.312,43687.617,41410.258,37922.973,29798.135,30263.305,3277.3135,2400.0,1511.826,1200.5562,792.95966,786.84784
2,1,2,1,-2,-2,-2,-2,-2,0,290000.0,34.0,0.0,0.0,0.0,0.0,0.0,522.0551,0.0,0.0,0.0,0.0,659.02423,0.0
2,1,1,-1,-1,-1,-1,-1,-1,0,300000.0,35.0,2336.595,1220.872,1976.4265,570.22534,1714.2263,316.55255,1500.0,2000.0,1000.0,2026.3607,537.9465,3037.5903
1,1,2,0,0,0,0,0,0,0,60000.0,33.0,57424.426,60632.133,48944.285,51454.71,77769.07,89502.945,6318.8267,5000.0,5776.3477,31130.729,4513.0586,3112.0808
2,1,1,1,-2,-2,-2,-2,-2,0,130000.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,-1,-2,-1,-1,-2,-2,0,200000.0,34.0,557.2021,115.10858,2197.805,0.0,0.0,0.0,0.0,1208.125,0.0,0.0,0.0,2200.0
2,1,2,0,0,0,0,0,0,0,50000.0,40.0,32052.23,28080.002,25586.166,21050.598,18726.924,17167.795,2000.0,1500.8956,1500.0,1000.0,494.38925,326.0
2,2,1,5,0,0,0,-1,0,0,30000.0,30.0,10001.531,8677.954,11721.685,13071.495,4454.0444,6296.086,1154.3407,4807.8784,1200.0,5000.0,600.0,217.21939
2,1,1,0,0,0,0,0,0,0,250000.0,37.0,59233.785,56898.453,53268.78,68476.3,59481.97,62297.035,2766.1619,3020.8,3000.0,3000.0,3000.0,2600.256
1,3,2,0,0,0,0,0,0,0,20000.0,36.0,42853.742,31644.637,33271.133,27455.99,25578.303,29328.023,2547.6157,4500.0,2000.0,1851.1022,2000.0,2000.0
1,2,2,0,0,0,0,0,0,0,120000.0,31.0,92113.06,91574.125,81738.7,75410.64,65877.195,66944.2,3000.0,2698.946,2959.4768,2084.6287,2244.955,1500.0
1,3,2,0,0,0,0,0,0,0,10000.0,24.0,2600.1006,4290.4243,4376.1484,7142.9316,3904.9258,499.35968,1205.9302,1282.6993,479.9763,0.0,0.0,0.0
2,1,1,2,2,2,2,2,2,1,40000.0,36.0,26251.453,26707.408,29066.44,27775.21,28463.305,29517.824,831.5006,1218.5364,1349.7015,1500.0,1000.0,0.0
1,1,1,0,0,0,0,0,0,0,100000.0,39.0,97463.18,76014.4,72449.97,49706.65,49615.066,47381.99,5000.0,4067.3933,2500.0,2325.5562,2180.037,2000.0
2,2,1,-2,-2,-2,-2,-2,-2,0,420000.0,38.0,0.0,192.54013,1529.5015,2261.2297,1482.3754,5567.3286,998.9666,2015.0961,4309.8696,2500.0,5000.0,1600.0
