SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
2,2,1,0,0,0,0,0,0,0,100000.0,38.0,87622.43,84056.66,62868.484,70071.94,50471.805,50203.25,2500.0,2363.7053,1817.2609,1604.179,3000.0,2161.9062
2,2,1,0,0,0,0,0,0,0,30000.0,57.0,45260.0,43045.03,42445.77,46388.055,39775.066,49676.777,1800.0,3018.484,1480.1324,1039.5544,2041.7927,1703.2843
2,0,1,4,-1,-1,-1,-1,-1,0,480000.0,49.0,2500.0,1214.8279,21518.023,18651.516,867.28705,5516.3447,7022.9453,27435.883,5000.0,1548.4265,10050.14,3000.0
2,3,1,-1,2,2,0,0,0,0,120000.0,31.0,44541.43,59333.113,37349.145,35770.535,32885.895,28961.607,11499.918,0.0,2021.9355,2222.059,3000.0,0.0
1,2,2,0,2,2,0,0,0,0,50000.0,42.0,364.12036,856.80914,839.38464,1259.8733,213.25978,417.37225,0.0,0.0,1000.0,0.0,0.0,0.0
1,0,1,1,-1,-2,0,-2,0,1,100000.0,25.0,4443.0815,1214.7903,205.23041,2912.543,3611.4856,1314.9819,0.0,0.0,1300.0,951.4036,0.0,0.0
1,0,1,0,0,0,0,0,0,0,70000.0,32.0,48564.11,47604.18,49052.926,48324.004,40000.844,40989.383,2338.2334,3203.3738,2032.84,1000.0,1529.255,1899.481
1,3,1,0,3,0,0,0,0,0,130000.0,53.0,78430.47,102370.96,69096.0,80727.34,70220.4,75347.96,0.0,2018.3224,3005.7673,2650.4592,2500.0,2000.0
2,1,1,-1,1,-1,-1,-1,-2,0,380000.0,38.0,392.27094,2965.2695,9558.854,18151.992,2103.2654,6276.356,10000.0,40628.086,5874.8223,2849.5806,9024.805,18306.143
1,0,2,1,-1,-2,-2,-2,-2,0,130000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,0,0,0,0,0,-1,0,130000.0,31.0,22639.848,28244.08,46907.258,36947.348,27747.338,18733.273,3009.4602,3163.0972,2000.0,1500.0,2000.0,5794.152
1,0,2,-1,-1,-1,2,-1,0,0,200000.0,29.0,216.54228,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,6802.89,0.0,0.0,9900.474
2,0,2,1,-2,-2,2,-2,-2,0,463666.1,26.58543,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,0,-1,-1,-1,-1,-2,0,250000.0,36.0,6165.9785,-4.0228724,0.0,447.30472,571.6551,2441.6008,0.0,1023.0107,872.6466,1467.8156,2000.0,2000.0
2,1,2,-1,0,-1,0,8,7,1,180000.0,27.0,10876.589,14010.265,1062.64,2676.2441,11816.563,8914.829,7048.1562,814.28253,1000.0,58651.625,7494.2856,124739.39
1,0,1,0,0,-1,0,0,-2,0,310000.0,47.0,14495.33,9650.415,21155.36,5187.548,6734.6304,11829.772,2000.0,3106.2356,0.0,0.0,2500.0,416.28824
1,2,1,0,0,2,0,0,0,0,60000.0,37.0,45129.09,46858.137,32327.018,27663.586,20981.89,28812.625,6613.651,2570.7915,1298.1804,0.0,2727.2253,10000.0
1,2,2,0,0,0,0,0,0,0,50000.0,26.0,75694.266,80477.23,77257.93,94927.17,86513.87,83184.88,4000.0,7280.977,4021.188,4000.0,3000.0,3000.0
1,1,1,7,2,-2,2,-2,-2,0,210000.0,69.251595,1346.2229,0.0,4875.95,390.0,2382.222,1441.6521,0.0,7993.1445,0.0,527.3207,5097.4043,4527.594
2,1,1,0,0,0,0,0,0,0,210000.0,46.0,47056.81,50013.59,40671.074,38236.17,32342.504,40281.707,2611.6536,1620.9971,1677.4354,1100.5336,1500.0,1276.6632
2,0,1,0,0,0,-1,0,0,0,50000.0,49.0,50800.2,16510.28,2529.2258,10008.747,6795.497,8489.29,1254.7908,0.0,663.5731,3500.0,1087.8843,500.0
2,2,2,0,2,2,0,0,0,0,150000.0,45.0,6213.785,16019.674,48202.816,96962.836,66907.72,77304.95,18926.598,50110.4,13019.19,0.0,21281.855,20321.703
1,1,2,0,-1,0,0,0,0,0,50000.0,26.0,7123.0537,8241.558,3090.3057,2895.3628,4019.715,5194.409,9136.868,780.0,311.59784,1000.0,600.9574,88.12523
1,0,2,1,2,2,0,2,0,1,109809.88,34.0,43178.55,56501.848,25197.11,29579.8,23974.023,25045.352,0.0,0.0,21240.53,0.0,0.0,0.0
2,0,1,-1,-1,0,-1,-1,2,0,110000.0,34.0,310.7429,1464.2281,0.0,393.88083,324.8577,394.97003,1308.1887,191.18716,1260.8528,1000.0,0.0,0.0
2,1,1,-1,-1,0,5,2,0,0,360000.0,40.0,101659.38,135579.22,56101.492,52783.133,55520.25,60127.707,9319.36,2656.939,0.0,6990.74,2000.0,48503.832
2,0,1,0,0,0,0,0,0,0,260000.0,45.0,137014.58,117027.81,91029.625,120862.09,101791.164,90093.516,5000.0,4568.2607,21308.227,4729.631,3199.4941,3500.0
2,0,2,0,0,0,0,0,0,0,80000.0,33.0,87239.625,81838.61,80856.08,88960.99,79287.76,80084.93,4500.0,4351.059,3500.0,3119.5696,3279.1736,3149.6763
2,0,3,1,-2,-2,-2,-2,-2,0,100000.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,-1,2,-1,-2,-2,-1,1,510850.94,55.0,959.3822,7705.0366,19762.217,12618.086,7597.622,145141.38,34501.73,30000.0,16230.636,30229.475,278091.38,57047.1
1,2,1,0,0,0,0,0,0,0,50000.0,34.0,15940.326,16546.172,4924.54,5565.625,3667.608,9317.381,1600.2657,1218.6858,2272.895,1906.5802,3500.0,0.0
1,0,1,0,0,0,0,0,0,0,180000.0,49.0,128949.76,117128.65,114621.98,124672.45,112966.6,110566.35,8455.705,6536.747,17069.85,7000.0,10309.564,12224.48
1,0,2,-1,0,0,0,8,-2,0,50000.0,30.0,0.0,323.45358,654.80426,0.0,390.0,0.0,405.83878,1155.4263,0.0,403.20782,0.0,0.0
2,0,1,-1,-1,-2,0,-1,-1,0,300000.0,55.0,9012.219,19727.082,974.0834,7300.6743,17281.613,7324.1045,13303.43,1340.9269,5000.0,7136.2363,3687.4453,2000.0
2,0,1,0,-1,-1,0,0,0,0,320000.0,32.0,10668.431,20497.418,26377.713,48659.13,10102.789,3365.8762,8713.326,5509.12,5000.0,1865.4474,3722.1707,6117.466
2,2,1,0,2,-2,2,2,-1,0,240000.0,42.0,3588.8406,104.20208,8841.06,636.094,1840.0887,161.3983,0.0,5000.0,0.0,1000.0,0.0,0.0
2,0,2,-1,-1,0,0,0,0,1,360000.0,45.0,150523.23,95871.55,11842.685,19198.012,21513.855,86829.97,3000.0,0.0,2392.876,5000.0,60038.2,8000.0
1,1,1,-1,2,2,2,-1,0,1,82865.305,24.0,11331.14,18733.586,18042.46,5648.991,21652.25,39938.535,0.0,3000.486,0.0,3793.5085,4600.0,1200.0
2,0,1,0,0,0,0,0,0,0,300000.0,30.0,155981.11,128035.516,123843.27,111148.53,141689.42,133411.28,8053.799,5127.4756,7328.1274,5225.62,4027.2817,3998.2017
1,0,1,0,0,0,0,0,0,0,180000.0,37.0,40894.707,27406.977,29168.2,25663.95,28954.393,21793.936,1700.0,1500.0,502.18402,1605.4427,0.0,816.7169
2,0,2,0,0,0,0,0,0,0,170000.0,29.0,136089.56,135238.56,128987.65,103489.88,102415.72,80016.64,7020.4004,5000.0,6034.232,3792.15,4257.4077,3998.2896
2,0,2,-1,0,0,0,0,0,0,30000.0,26.0,44622.234,30950.605,44091.0,34413.69,19662.617,1524.8993,2200.0,4197.995,1502.2369,700.0,0.0,983.1285
2,0,1,0,0,0,0,0,0,0,100000.0,50.0,69424.06,68384.83,81666.77,84865.734,90208.86,76620.234,2092.7588,3000.0,3000.0,3000.0,3000.0,2039.3058
2,0,1,0,0,0,0,0,0,0,210000.0,36.0,112194.766,127626.63,122621.67,106561.41,103864.94,108372.25,3688.039,4068.5513,5000.0,4315.066,3820.9546,4000.0
1,0,2,0,2,-1,0,5,2,0,30000.0,27.0,44397.184,382.77573,3516.1714,2182.6294,11481.88,15268.278,0.0,1252.9645,1317.1337,4586.1875,700.0,0.0
1,2,1,0,0,0,0,5,0,0,20000.0,28.0,9701.958,7954.0635,8964.281,8514.112,9141.979,4110.1865,1299.841,1200.0,651.62146,797.33325,0.0,622.64343
2,0,1,-1,-2,-1,0,-1,-1,1,360000.0,41.0,908.9263,2637.7021,1423.7529,3351.2756,4334.453,5929.3335,2739.1653,3000.0,6945.943,5000.0,4500.0,5500.0
2,2,2,0,0,0,0,0,0,0,50000.0,26.0,50174.37,49559.273,48350.46,44336.605,49287.418,48957.13,2000.0,2605.682,2000.0,1548.7029,1425.2169,1500.0
2,0,2,0,0,0,0,0,0,0,50000.0,23.0,20875.826,25185.842,20144.16,22945.951,15601.714,16914.166,1500.0,1519.0626,6620.54,2000.0,700.0,922.84454
2,1,2,4,-1,-2,-2,-2,-1,0,170000.0,35.0,1107.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.1935,0.0
2,1,2,0,0,0,0,0,0,0,220000.0,34.0,169591.08,139111.83,108389.54,101750.055,98386.51,94157.664,7147.117,8000.0,12669.563,4494.979,6517.811,5064.2954
1,0,2,0,-1,0,-1,0,0,1,50000.0,41.0,22759.09,36774.56,24030.52,18687.908,21281.715,26368.277,0.0,1402.7695,636.30273,1000.0,1500.0,956.4138
2,2,1,0,0,0,0,0,0,0,180000.0,26.0,57217.207,61678.45,58736.117,65594.44,67226.8,57589.902,5000.0,2070.0051,3000.0,2000.0,12781.652,0.0
2,0,2,0,-1,0,0,0,0,0,200000.0,29.0,20849.502,29101.822,38450.54,34479.047,33241.805,36150.402,6749.662,9803.46,1948.5143,1158.7871,1008.1781,1968.4142
1,0,1,0,0,0,0,0,0,0,80000.0,28.0,20059.088,22890.025,30024.662,23719.135,24334.393,16873.79,2292.0369,1312.1906,1412.1797,995.729,1000.0,500.0
2,2,1,0,0,0,0,0,0,0,30000.0,53.23465,43246.582,22949.027,21750.209,31132.574,45163.812,21417.928,1557.8218,3603.237,5145.772,500.49283,1000.0,1009.3758
2,1,2,0,-2,2,0,0,0,0,80000.0,40.0,9895.911,6881.279,6663.7573,11937.622,18501.613,22989.832,0.0,0.0,1972.4487,1000.0,1102.2068,1718.6829
1,2,1,0,0,0,0,0,0,0,160000.0,30.0,28731.492,21303.898,15655.298,12009.769,14182.895,16229.068,0.0,1439.5844,1047.9685,600.0,6009.03,2000.0
2,0,1,0,-1,-2,0,-1,-1,0,372687.5,31.0,3993.9038,5603.7363,1499.3268,13807.986,1007.16113,21233.61,3300.0,1000.0,5000.0,3830.6506,19994.71,20016.172
2,0,1,0,0,0,0,8,2,1,100000.0,27.0,39582.84,63077.727,50769.707,16588.084,39422.836,29015.703,20287.434,7000.0,2403.699,22253.371,7987.6484,0.0
2,3,1,0,0,0,0,0,0,0,50000.0,39.0,43713.113,44469.93,38781.32,34988.285,32864.527,30483.176,2104.6238,2000.0,1006.69824,1035.5148,2000.0,2825.0999
1,1,2,0,0,0,0,0,0,0,280000.0,29.0,129219.34,125783.49,108261.62,106407.08,91191.516,96375.6,4000.0,5103.0063,3692.2556,3000.0,2705.2903,3595.4343
2,0,2,0,0,0,0,0,0,0,360000.0,28.0,189467.42,153810.64,139766.62,192869.86,178518.16,142300.89,8000.0,7113.608,15842.503,5189.494,4379.407,5183.2266
2,2,2,0,-2,-1,-1,-1,7,0,200000.0,44.0,0.0,788.7318,0.0,500.4504,1274.6912,2422.2393,3997.7197,0.0,390.0,2000.0,999.5184,327.471
2,2,2,0,0,0,0,0,0,0,60000.0,27.0,50953.797,47136.906,43092.34,43431.34,47763.156,50014.457,2000.0,1800.0,2199.998,2931.4495,3503.4065,0.0
2,0,2,0,0,0,0,0,0,0,140000.0,29.0,29153.486,27388.938,28999.75,27587.963,28632.0,26498.783,1908.9398,2000.0,1035.7616,1655.6205,1610.6913,1436.1125
1,1,1,7,-2,-2,2,-2,-2,0,100000.0,36.0,0.0,137.03928,-270.22583,-170.38751,-206.90921,-110.79062,944.85376,0.0,0.0,0.0,0.0,0.0
2,0,2,-2,-1,-1,0,-1,-2,0,230000.0,26.0,390.0,1537.6322,2501.6008,4806.366,0.0,0.0,3892.8433,3000.0,3025.0908,1484.396,0.0,0.0
1,0,1,0,4,0,0,0,0,0,180000.0,41.0,131813.7,55249.582,24965.5,13160.108,0.0,686.5524,0.0,3067.006,6013.3545,0.0,1000.0,541.5313
2,3,1,2,-1,0,8,0,2,0,312747.03,52.0,102689.83,47112.188,19218.137,23038.842,12209.226,1603.0845,10000.0,4006.7087,0.0,3597.4153,0.0,4801.438
2,2,2,0,0,0,0,0,0,0,90000.0,41.0,23545.621,28348.676,27777.5,28749.832,34047.586,45819.305,1633.0981,2000.0,1500.0,5000.0,2000.0,3000.0
1,0,1,-1,-1,0,0,2,0,0,80000.0,34.0,10013.29,18746.912,27173.82,11453.29,234.7226,547.1438,5731.2344,6309.926,3000.0,0.0,0.0,0.0
2,0,2,0,0,0,0,0,0,0,200000.0,32.0,200458.34,210601.33,244672.0,187515.28,181026.12,185701.19,10000.0,10000.0,7000.0,7172.6533,6611.844,7694.7056
1,2,2,0,0,0,2,0,0,0,90000.0,39.0,50444.363,52270.227,53094.26,60764.074,61926.805,105741.03,3773.8252,3000.0,3000.0,3362.1526,0.0,2761.5237
2,0,2,0,0,0,0,0,0,0,230000.0,28.0,112219.07,58141.61,147685.12,96585.24,34387.12,43550.2,4015.7063,90691.625,3193.616,2750.4927,10833.951,3012.503
2,2,2,7,2,-1,-1,-1,-1,0,320000.0,28.0,-6372.13,2558.9016,1351.6759,2556.685,5490.4346,25008.457,2000.0,2363.57,2798.5652,7069.799,0.0,1200.0
2,0,0,7,0,0,0,-1,7,1,300000.0,55.0,7481.9404,28388.365,12816.796,9645.2295,18827.268,25924.68,103390.57,1609.8384,2217.4263,3409.556,22954.756,2574.5747
2,0,2,0,0,0,0,0,7,0,80000.0,27.0,4819.3936,2938.357,2396.2405,2400.0,2413.0117,2220.219,1500.0,1000.0,298.38492,683.7857,868.6036,500.56622
1,2,1,-2,-1,-2,-2,-2,-2,1,100000.0,38.0,724.24805,0.0,0.0,0.0,0.0,0.0,0.0,5.6203074,0.0,0.0,0.0,1992.3427
2,0,2,0,0,0,0,0,0,0,180000.0,27.0,249681.95,235473.73,243415.45,244950.3,204767.14,213438.94,11329.83,7722.094,9487.449,5000.0,6778.9185,8896.503
2,2,2,0,0,0,0,-1,2,0,230000.0,25.0,31721.867,24537.438,19330.943,19674.865,5564.2793,0.0,2020.5197,1500.0,1314.9756,0.0,0.0,0.0
1,2,2,0,0,0,0,0,0,0,50000.0,38.0,20360.408,20993.701,25036.912,24986.205,21547.896,19917.945,1675.017,2100.0,1244.8551,1000.0,930.90686,1028.5244
2,0,1,0,0,0,0,0,0,0,290000.0,47.0,299371.25,268763.53,192893.62,189706.38,19236.033,75685.84,8322.973,20052.809,9000.204,2300.0,11603.938,15000.0
1,1,1,7,0,0,-1,-1,0,0,280000.0,36.0,19544.002,5042.4326,996.149,1191.2498,780.0,298.44415,2570.3164,2000.0,3421.2957,0.0,0.0,0.0
1,0,2,2,2,0,0,0,0,0,30000.0,41.0,7211.201,4988.0244,6606.3984,7712.3423,4740.5903,6488.321,0.0,389.9488,445.68033,106.992134,0.0,1487.0541
1,2,1,0,0,0,0,0,0,0,50000.0,29.0,30453.77,31860.977,29379.373,25765.69,24801.629,26943.113,2000.0,1600.0,1285.1195,3000.0,1714.8802,0.0
2,0,1,1,-2,0,-2,-2,0,0,260000.0,36.0,0.0,108.42941,1118.2943,390.0,2086.6572,1048.5541,0.0,837.1951,0.0,543.38806,1436.2325,9.41896
2,0,1,0,0,0,0,0,0,0,70000.0,48.0,76160.44,74811.766,100016.32,29618.371,38168.004,40886.65,6492.5186,10000.0,1635.6439,4737.4937,1759.4869,5000.0
2,1,2,-2,2,-1,2,-2,-1,0,300000.0,50.0,0.0,390.0,0.0,384.11716,-207.15848,0.0,1931.5668,0.0,1241.0787,0.0,1000.0,1500.0
1,2,1,7,2,-2,-2,2,2,0,80000.0,42.0,11550.576,6564.395,6598.915,4224.0146,6335.343,0.0,0.0,1531.6559,0.0,2187.6936,0.0,780.0
2,0,1,0,0,-1,0,-1,-1,0,290000.0,42.0,10330.273,10537.982,16140.278,15484.739,5797.9233,16228.541,6000.0,4000.0,14413.239,3500.0,12338.746,10000.0
2,2,2,0,0,0,0,0,0,0,50000.0,24.0,59306.95,63326.836,74468.586,73998.76,51213.004,49594.305,3200.0,2717.089,2000.0,1699.6307,2000.0,2000.0
2,2,1,0,0,0,0,0,0,0,200000.0,47.0,104708.89,107273.87,87825.695,90069.7,78542.04,81005.12,3796.2148,3387.8433,4235.4263,4000.0,3798.754,15863.847
1,1,1,0,0,0,0,0,0,0,210000.0,28.0,14567.523,18827.492,18920.617,22073.281,25016.791,20056.252,2000.0,1796.9875,1481.796,1979.5913,1100.0,2743.3088
1,2,1,7,-1,-1,-1,-1,7,0,280000.0,44.0,2574.4763,296.52795,3154.8708,0.0,25348.416,28838.852,390.0,1788.2739,584.61615,86922.69,6998.2334,3000.0
1,2,2,0,0,0,0,0,0,1,470000.0,26.0,83400.29,50449.168,68409.64,62236.316,79232.58,137152.47,0.0,4000.0,3103.3574,5000.0,3000.0,3501.787
1,3,2,-1,-1,-2,-2,-1,-2,0,500000.0,30.0,389.02725,9394.537,166.0811,0.0,5809.225,0.0,10000.0,0.0,0.0,1500.0,0.0,3000.0
2,0,1,0,0,0,0,0,0,0,50000.0,25.0,25964.455,29102.963,27537.244,28491.934,25006.781,22923.28,2200.0,3295.3242,1007.2316,2309.1562,1937.2323,1490.0331
1,0,1,-1,-1,-1,-1,0,-1,0,360000.0,52.0,3939.6926,5209.386,1288.3168,21864.445,6424.1235,2914.2993,1508.3545,0.0,2968.6365,1000.0,916.65765,585.9792
2,3,1,0,0,0,0,0,0,0,200000.0,45.0,152792.81,148159.1,139160.55,131142.38,115173.66,122462.39,5500.0,6009.049,3000.0,5000.0,5000.0,5000.0
2,2,2,0,-1,5,-1,-1,0,0,50000.0,24.0,36403.492,28994.664,0.0,9974.656,157214.53,95477.4,3000.0,0.0,5000.0,111777.11,3029.7532,10000.0
2,1,2,-1,2,-2,0,-1,2,1,129694.6,32.0,2031.385,2831.4004,3178.6863,9836.774,2884.925,415.95227,0.0,1500.0,1500.0,0.0,0.0,0.0
1,0,1,7,-1,-2,-1,-1,2,0,210000.0,35.0,13492.385,0.0,0.0,-141614.4,29131.23,0.0,1511.1533,7394.6147,0.0,590361.25,0.0,10615.49
1,2,2,0,0,0,0,0,0,0,10000.0,21.0,13615.474,17449.04,16467.145,21429.139,29313.523,31085.406,2000.0,1925.6053,1300.0,1285.7759,1000.0,1150.0934
1,0,1,2,2,2,-1,2,2,1,380000.0,39.0,19303.096,17884.654,18184.162,28189.424,38578.15,38249.2,0.0,0.0,678.53705,6000.0,0.0,5063.5244
2,0,2,0,2,2,0,0,0,0,50000.0,24.0,44900.8,35735.27,47212.465,43874.836,47542.42,41385.023,0.0,1989.619,2000.0,1213.4125,1213.7009,1100.0
2,2,1,0,0,0,0,0,0,0,220000.0,27.0,88871.695,101527.234,74918.94,75726.52,75446.92,80881.57,5699.9346,2780.309,2318.6536,3000.0,2560.674,1851.963
